,Case Number,Year,Type,Country,Area,Location,Activity,Sex,Injury,Fatal,Source,Month
5510,1886.04.26,1886,Unprovoked,AUSTRALIA,Queensland,Rothesay Bay,Oystering,M,Wrist bitten,N,"The Capricornian, 5/1/1886",apr
5511,1886.04.11,1886,Invalid,NEW ZEALAND,South Island,Near the mouth of the Clarence River,Sea disaster : Wreck of the Taiaroa,M,Probable drowning & scavenging,Y,"Auckland Star, 4/24/1886",apr
5512,1886.03.06.R,1886,Invalid,NEW ZEALAND,South Island,Dunedin ,Bathing ,M,Left leg severed. Probably confusion with GSAF 1886.01.28,N,"Feilding Star, 3/6/1886, p.2",mar
5513,1886.03.00,1886,Invalid,AUSTRALIA,New South Wales,"Dobroyd Head, Watson Bay, Sydney",He drowned when boat capsized,M,His body was found in a tiger shark; next day other human remains found in sharks at Berry's Bay ,Y,"Evening Post, 4/7/1886; G.P. Whitley (1951), p.192",mar
5514,1886.02.13.R,1886,Boat,AUSTRALIA,Victoria,Mordialloc,Fishing,M,"No injury to occupants, shark shook boat ""stem to stern""",N,"Evening Post, 2/13/1886",feb
5515,1886.01.28,1886,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"South Jetty, Port Elizabeth",Diving off jetty,M,"Chest & buttocks bitten, left leg severed at knee",N,"Eastern Province Herald, 1/28/1886; M. Levine, GSAF ",jan
5516,1886.01.26,1886,Unprovoked,AUSTRALIA,Queensland,,Diving alongsidethe steamship Ranelagh ,M,Foot bitten,N,"Brisbane Courier, 1/27/1886",jan
5517,1886.01.01,1886,Unprovoked,SOUTH AFRICA,Western Cape Province,Groot River,Swimming,M,"FATAL. He threw up his hands, shrieked and disappeared. Partial remains washed ashore the next day",Y,"P. Logan; M. Levine, GSAF",jan
5519,1885.11.26.R,1885,Boat,AUSTRALIA,Queensland,Brisbane ,,,"No injury to occupant, shark bit off section of the boat's rudder",N,"Brisbane Courier, 11/26/1885",nov
5520,1885.11.26,1885,Unprovoked,AUSTRALIA,Western Australia,Bunbury,Bathing,M,Laceration to calf,N,"The West Australia, 12/2/1885",nov
5521,1885.08.17,1885,Unprovoked,ATLANTIC OCEAN,,,Fell or jumped overboard from the liner Rhynland,M,FATAL,Y,"New York Times, 8/27/1885",aug
5522,1885.07.26.c,1885,Sea Disaster,USA,Hawaii,Kau District,Wreck of the schooner Pohoiki ,M,Left arm severed,N,"Hawaiian Gazette, 8124/1885",jul
5523,1885.07.26.b,1885,Sea Disaster,USA,Hawaii,Kau District,Wreck of the schooner Pohoiki ,M,Laceration to torso,N,"Hawaiian Gazette, 8124/1885",jul
5524,1885.07.26.a,1885,Sea Disaster,USA,Hawaii,Kau District,Wreck of the schooner Pohoiki ,M,FATAL,Y,"Hawaiian Gazette, 8/24/1885",jul
5525,1885.04.16.R,1885,Unprovoked,,,,Swimming,M,FATAL,Y," Gleaner (Jamaica), 4/16/1885",apr
5526,1885.04.09,1885,Unprovoked,NEW ZEALAND,North Island,Auckland,Bathing,M,Lacerations to lower leg,N,"Grey River Argus,4/18/185",apr
5527,1885.03.28,1885,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Kokstad District,Fishing,M,"No injury to occupant, rammed oar in shark's mouth and it bit the oar ",N,"South African Illustrated News, 3/28/1885",mar
5529,1884.12.08.R,1884,Provoked,FRANCE,Côte d'Azur  ,Between Nice & Villefranche,,F,FATAL            Leg severed by harpooned shark PROVOKED INCIDENT,Y,"North Otago Times, 12/8/1884",dec
5530,1884.08.28.R.,1884,Unprovoked,USA,New Jersey,"Bayonne, Hudson County",Boating,M,Hand bitten,N,"Atlanta Contitution, 8/28/1884",aug
5531,1884.08.18,1884,Invalid,USA,New York,Jamaica Bay,Clamming,M,Unclear if he sustained any injury from the shark,N,"New York Times, 8/20/1884",aug
5532,1884.01.16,1884,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"South Jetty, Port Elizabeth",Swimming,M,FATAL,Y,"Port Elizabeth Herald, 1/23/1884, M. Levine, GSAF",jan
5533,1884.01.14,1884,Unprovoked,AUSTRALIA,South Australia,"Port Pirie, Spencer Gulf, 230 km north of Adelaide",Fell overboard,F,FATAL,Y,"G.P. Whitley (1951), p. 192, citing the Register (S.A.), 12/9/1925; V.M. Coppleson (1958), p.107; A. Sharpe, p.119",jan
5534,1883.12.19,1883,Unprovoked,AUSTRALIA,New South Wales,Parramatta River,Swimming,M,FATAL,Y,"West Australian, 12/22/1883",dec
5535,1883.09.14.R,1883,Unprovoked,AUSTRALIA,Tasmania,Between Port Arthur Penal Colony & Forestier Peninsula,Swimming / escaping imprisonment ,M,FATAL,Y,"C. Black, GSAF; Bruce Herald, 9/14/1993",sep
5536,1883.07.05,1883,Provoked,GEORGIA,,"Savannah River, Chatham County",Fishing for sharks,M,Leg injured by hooked shark PROVOKED INCIDENT,N,"Savannah Times, 7/13/1883",jul
5537,1883.02.26.R,1883,Unprovoked,AUSTRALIA,Northern Territory,the pearling beds,Diving,M,Arm severed,N,"The Queenslander, 3/3/1883",feb
5538,1883.02.25.R,1883,Unprovoked,AUSTRALIA,Northern Territory,the pearling beds,Diving,M,FATAL,Y,"The Queenslander, 3/3/1883",feb
5539,1883.01.21,1883,Unprovoked,AUSTRALIA,New South Wales,"Iron Cove, Sydney",Bathing,M,FATAL,Y,"Maitland Mercury, 1/23/1883",jan
5544,1882.12.03,1882,Provoked,NEW ZEALAND,South Island,New Brighton,Restraining a beached shark,M,Hand severely nipped PROVOKED INCIDENT ,N,"The Star, 12/4/1882",dec
5545,1882.11.12.b,1882,Unprovoked,NEW ZEALAND,North Island,"Tararu, Thames",Bathing,M,Sole of foot bitten,N,"Colonist, 11/22/1882",nov
5546,1882.11.12.a,1882,Unprovoked,NEW ZEALAND,North Island,"Tararu, Thames",Bathing,M,Lacerations to thigh,N,"Colonist, 11/22/1882",nov
5547,1882.09.00,1882,Unprovoked,JAPAN,,,Clinging to shipwrecked junk,M,Lacerations to elbows &  knees,N,"Launceston Examiner, 6/21/1883 ",sep
5548,1882.05.14,1882,Unprovoked,AUSTRALIA,New South Wales,Millers Point,Fell overboard,M,Laceration to calf,N,"Launceston Examiner, 5/20/1882 ",may
5549,1882.05.12.R,1882,Unprovoked,AUSTRALIA,,,Pearl diving,M,FATAL      Torso bitten,Y,"West Australian, 5/12/1882",may
5550,1882.04.15,1882,Unprovoked,AUSTRALIA,New South Wales,Lake Macquarie,Fishing,M,FATAL,Y,"The Mercury, 4/25/1882",apr
5551,1882.02.07.R,1882,Unprovoked,AUSTRALIA,,,Pearl diving,M,FATAL                       Thigh bitten,Y,"West Australian, 3/28/1882",feb
5552,1882.01.23.R,1882,Unprovoked,AUSTRALIA,New South Wales,"Darling Harbor, Sydney",Bathing,M,FATAL,Y,"Brisbane Courier, 1/24/1882",jan
5555,1881.11.13,1881,Invalid,AUSTRALIA,New South Wales,"Johnstone's Bay, Sydney",Swimming,M,Shark involvement suspected but not confirmed,N,"Maitland Mercury & Hunter River General Advertiser, 11/15/1881",nov
5556,1881.10.16,1881,Invalid,USA,Florida,"Pensacola Bay, Escambia County",Bathing,M,Shark involvement prior to death unconfirmed,Y,"Pensacola Gazette, 10/18/1881; Fort Wayne Daily Gazette,11/2/1881 ",oct
5557,1881.09.05,1881,Unprovoked,USA,North Carolina,"Elizabeth City, Pasquotank County  ",Bathing,M,"FATAL, possible post-mortem bites",Y,"C. Creswell, GSAF",sep
5558,1881.08.16.R,1881,Unprovoked,,Western Banks,,"Floating, holding onto an oar after dory capsized",M,FATAL,Y,"Lewiston Evening Journal, 8/16/1881",aug
5559,1881.08.12,1881,Unprovoked,USA,Rhode Island,Providence,Swimming,M,"No injury, overalls ripped by shark",N,Providence Journal 8/15/1881,aug
5561,1881.06.13,1881,Unprovoked,USA,Alabama,Mobile Bay,Fell overboard,M,FATAL,Y,"Mobile Register, 7/14/1881; NY Times, 7/17/1881",jun
5564,1880.11.25,1880,Unprovoked,AUSTRALIA,Queensland,"Petrie Bight, Brisbane River",Swimming,M,"Feet bitten, surgically amputated FATAL",Y,"Bucks County Gazette, 2/10/1881, Sunday Mail (QLD), 3/27/1994, p.107",nov
5566,1880.08.08,1880,Unprovoked,MOZAMBIQUE,,,Swimming to retrieve a flannel,M,Legs severed FATAL,Y,"Newfoundlander (NZ), 11/5/1880",aug
5567,1880.07.25,1880,Boat,USA,New York,The Narrows,Sailing,M,"Shark bit stern, no injury to occupant",N,"The Sun, 7/26/1880",jul
5568,1880.05.15,1880,Unprovoked,INDIA,West Bengal,Ganges River,,M,"Left hand severed, arm & right calf injured",N,"A.C. Kastagir, surgeon;  G.A. Llano, p.142, V.M. Coppelson (1958), p.261    ",may
5569,1880.05.14,1880,Unprovoked,INDIA,West Bengal,Hoogly River,Bathing in river,F,"Hands, forearm & left thigh lacerated, radial artery severed",N,"V.M. Coppleson (1958), p.261, G.A. Llano, pp.139-142]",may
5570,1880.05.07.R,1880,Invalid,MEXICO,Guerro,Acapulco,,M,"Human remains recovered from a 15' shark, probable scavenging",Y,"Dover Weekly Argus, 5/7/1880",may
5571,1880.05.02.b,1880,Unprovoked,INDIA,West Bengal,(Calcutta?),Bathing in river,M,"FATAL, left forearm & hand bitten, brachial artery severed, died of secondary hemorrhage 11 days later ",Y,"V.M. Coppleson (1958), p.260, G.A. Llano, pp. 138-139]",may
5572,1880.05.02.a,1880,Unprovoked,INDIA,West Bengal,"Panihati, 4 miles south of Barrackpore on the Hoogly River",Bathing,M,"FATAL, right leg severed at mid-thigh, femur severed ",Y,"V.M. Coppleson (1958), p.260, G.A. Llano, pp.137-138 ",may
5573,1880.01.22,1880,Boat,AUSTRALIA,New South Wales,"Chowder Bay, Sydney",Fishing,,"No injury to occupants, shark rammed boat",N,"G.P. Whitley  (1951), p.192,  citing Sydney Morning Herald 1/24/1880 ",jan
5574,1880.01.03,1880,Unprovoked,AUSTRALIA,New South Wales,Cooranbong,Bathing,F,Lacerations to leg,N,"Morning Bulletin, 1/28/1880",jan
5579,1879.12.24,1879,Unprovoked,INDIA,Andaman Islands,Port Blair,Swimming,M,FATAL,Y,"Elyria Republican, 3/18/1880",dec
5580,1879.11.10,1879,Unprovoked,AUSTRALIA,New South Wales,Clarence Heads,Swimming,M,Thigh bitten,N,"Maitland Mercury & Hunter River General Advertiser, 11/18/1879",nov
5581,1879.09.22,1879,Provoked,SPAIN,Valencia,Castellon de la Plana,Fishing,,"No injuries to occupants, Hooked shark bit boat  PROVOKED INCIDENT",N,C. Moore,sep
5582,1879.08.30.R,1879,Sea Disaster,FIJI,Lau Group,Totoya  ,,M,"Severely bitten on heel, 20 others taken by sharks",N,"Wagga Wagga Advertiser, 8/30/1879",aug
5583,1879.07.03,1879,Unprovoked,USA,California,"Los Angeles, Los Angeles County",Bathing,M,No details,N,"Reno Evening Gazette, 7/11/1879",jul
5584,1879.03.19,1879,Unprovoked,NEW ZEALAND,North Island,Napier,Standing,M,FATAL,Y,"Star, 3/20/1879",mar
5585,1879.03.10,1879,Invalid,AUSTRALIA,New South Wales,Near Sydney ,The steamship Bonnie Dundee lost in collision,M,Partial  remains found in shark,Y,"Star, 3/22/1879",mar
5587,1878.11.17,1878,Unprovoked,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor ",Bathing,M,Laceration to leg,N,"The Mercury, 11/22/1878",nov
5588,1878.10.24.R,1878,Unprovoked,INDONESIA,East Java,Probolinggo,Swimming,M,FATAL,Y,"Hartford Weekly Times, 10/24/1878",oct
5589,1878.10.13,1878,Unprovoked,,,,Jumped overboard after murdering 2 shipmates,M,FATAL,Y,"The Maitland Mercury & Hunter River General Advertiser, 1/28/1879",oct
5590,1878.09.14.R,1878,Provoked,USA,Connecticut,"Branford, New Haven County",Fishing,M,Leg bitten by netted shark PROVOKED INCIDENT,N,"St. Joseph Herald, 9/14/1878",sep
5591,1878.09.02.b,1878,Sea Disaster,SOUTH ATLANTIC OCEAN,Off the coast of West Africa,,Boat with 5 men capsized while returning to the Amerique,M, Du Val's leg was bitten but he survived,N,"Brisbane Courier, 11/19/1878",sep
5593,1878.08.09,1878,Unprovoked,USA,New York,East River,Swimming,M,FATAL?,Y,"Daily Kennebec Journal, 8/10/1878",aug
5594,1878.08.08,1878,Unprovoked,USA,New York,Brooklyn,Swimming,M,FATAL,Y,"NY Times, 8/9 & 8/16/1878",aug
5595,1878.06.10,1878,Unprovoked,PHILIPPINES,Misamis Oriental,Cagayan de Oro,,F,FATAL,Y,"A.J. Montalvan II, Philippine Daily Inquirer, 12/24/2011",jun
5597,1878.02.13,1878,Sea Disaster,SOUTH AFRICA,Western Cape Province,Olifantbos Point,Wreck of the Union Steamship Company 982-ton iron steamer Kafir,M,"FATAL, shark removed large part of his hip",Y,"M. Levine, GSAF; Times of Natal, 3/15/1878 ",feb
5600,1877.12.15,1877,Unprovoked,AUSTRALIA,New South Wales,"Peacock Point, Balmain, Sydney",Bathing,M,Leg severely bitten & later surgically amputated,N,"Sydney Mail, 2/16/1878; G.P. Whitley, (1951) p. 192,  ref. F.A. McNeil ms. 1940; J. Green, p.31",dec
5601,1877.12.12,1877,Unprovoked,AUSTRALIA,New South Wales,Near Sydney,Washed overboard from the barque Mary Eady,M,FATAL,Y,"Brisbane Courier, 12/15/1877",dec
5603,1877.08.28.R,1877,Invalid,INDIAN OCEAN,,,,M,Partial human remains found in 13' shark,Y,"Western Australian Times, 8/28/1877",aug
5604,1877.04.07,1877,Provoked,AUSTRALIA,Tasmania,Smelting Works Bay near Hobart,,M,Fingers injured by landed shark PROVOKED INCIDENT,N,"C. Black, GSAF; G.P. Whitley, p.259",apr
5605,1877.04.04.,1877,Unprovoked,AUSTRALIA,Victoria,Portarlington,Bathing,M,Thigh & foot bitten,N,"Brisbane Courier, 4/11/1877",apr
5607,1877.03.11,1877,Unprovoked,FIJI,Viti Levu Island,"Na Koro Vatu, Rewa River",,M,"Thigh severely bitten, femur exposed ",N,"Timaru Herald, 5/18/1877",mar
5608,1877.02.17.R,1877,Unprovoked,AUSTRALIA,Victoria,Off Melbourne,Fishing ,M,Severe bite to hand,N,"Otago Witness, 2/17/1877",feb
5609,1877.01.28,1877,Unprovoked,AUSTRALIA,Victoria,Emerald Hill,Bathing,M,FATAL,Y,"The Mercury, 2/19/1877",jan
5610,1877.01.24.R,1877,Unprovoked,AUSTRALIA,Victoria,Boarding School Bay,Swimming,F,Ankle injured,N,"The Argus, 1/24/1877",jan
5611,1877.01.04,1877,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,Body found floating next to his ship,M,"Although his body was bitten by a shark/s, bruises on his neck & face suggested foul play & a shipmate taken into custody but no charges made",Y,"M. Levine, GSAF; Natal Colonist, 1/9/1877",jan
5613,1876.09.07.R,1876,Unprovoked,GREECE,Cyclades archipelago,Between the islands of Tenos and Andros ,Diving for sponges,M,FATAL,Y,"C. Moore, GSAF",sep
5614,1876.06.04.R,1876,Unprovoked,USA,Georgia,Cumberland Island,Bathing,M,Leg bitten,N,"The Constitution, 6/24/1876",jun
5615,1876.05.14,1876,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbour,Swimming,M,FATAL,Y,"Sydney Mail, 6/3/1876",may
5616,1876.02.06,1876,Unprovoked,AUSTRALIA,Victoria,Albert Park in Port Phillip Bay,Bathing,M,"FATAL, rescued by man on horseback, but died on the beach  ",Y,"V.M. Coppleson (1958), p.110; A. Sharpe, p.111;  Herald (Melbourne), 12/30/1929 & 5/16/1933 ",feb
5621,1875.11.27.R,1875,Unprovoked,AUSTRALIA,New South Wales,Clarence Heads,Fishing,M,Foot severed at ankle,N,"Brisbane Courier, 11/27/1875",nov
5622,1875.08.10,1875,Invalid,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",,,"Press reported that a 3 m shark  was caught with human remains in its gut, but  remains were those of a porpoise according to medical examiner",Y,"                                                   Natal Colonist, 8/13/1875; M. Levine, GSAF",aug
5623,1875.03.03,1875,Unprovoked,NEW ZEALAND,North Island,Tauranga,Bathing,M,FATAL,Y,"Thames Star, 3/3/1875",mar
5624,1875.01.20.R,1875,Invalid,AUSTRALIA,Queensland,Mary River,Bathing,M,"Forehead bitten, but shark involvement questionable",N,"Nelson Evening Mail, 1/20/1875",jan
5625,1874.11.21,1874,Unprovoked,AUSTRALIA,Queensland,Maryborough,Bathing,M,Thigh bitten,N,"Maryborough Chronicle, 11/24/1874",nov
5627,1874.11.14.R,1874,Boat,CROATIA,Zadar County,"Lika-Senj, Pag Island",Fishing,,"Shark damaged boat, but no injury to occupants",N,"C. Moore, GSAF",nov
5628,1874.07.23,1874,Boat,FRANCE,,,Fishing,,Shark and boat collided. No injury to occupants,N,"C. Moore, GSAF",jul
5629,1874.07.15.R,1874,Unprovoked,USA,Hawaii,Waikiki,Fishing,M,Thumb & thigh lacerated,N,"Empire, 7/15/1874",jul
5630,1874.07.15,1874,Unprovoked,USA,New York,Coney Island,Bathing,M,Lacerations to groin,N,"NY Times, 7/17/1874",jul
5632,1874.06.15.a.R,1874,Unprovoked,,,,Salvaging a shipwreck,M,Heel bitten,N,"Daily Southern Cross, 6/15/1874",jun
5633,1874.04.20.R,1874,Boat,CANADA,Newfoundland,St. Pierre Bank ,Fishing,M,Shark bit & tipped the dory,N,Jones (1879); Piers (1933),apr
5634,1874.01.09,1874,Unprovoked,AUSTRALIA,New South Wales,"Darling Harbor, Sydney",Bathing,M,Thigh  severely bitten,N,"Sydney Morning Herald, 1/1/1874; V.M. Coppleson (1962)",jan
5636,1873.07.28,1873,Provoked,USA,Maryland,Chester River,Fishing (Seining),M,Leg severely bitten by netted shark. Lower leg surgically amputated PROVOKED INCIDENT,N,"NY Times, 7/30/1873",jul
5637,1873.06.09.R,1873,Invalid,AUSTRALIA,New South Wales,Newcastle ,Bathing,M,Shark involvement prior to death was  not confirmed,Y,"The Mercury, 6/9/1873",jun
5638,1873.01.09.R,1873,Unprovoked,AUSTRALIA,Queensland,White Cliffs,Bathing,M,Survived,N,"Brisbane Courier, 1/9/1873",jan
5640,1872.11.30.R,1872,Unprovoked,INDIAN OCEAN?,,,Swimming to avoid capture,M,FATAL,Y,"The Mercury, 11/230/1872",nov
5641,1872.11.24,1872,Invalid,AZORES,,,,M,"No injury, but according to Fosdyk, captain & crew were killed by sharks",N,Strand Magazine ,nov
5642,1872.08.07.R,1872,Invalid,CROATIA,,Fiume,Fishing,M,No injury,,"C. Moore, GSAF",aug
5643,1872.04.03.R,1872,Unprovoked,USA,Hawaii,Kawahae,Canoeing,M,"Thigh bitten, shark teeth embedded in canoe",N,"Honolulu Gazette, 4/3/1872",apr
5645,1872.01.28,1872,Invalid,Fiji,Lomaiviti Provine,"Levuka Point, Ovalau Island",boat capsized,M,Probable drowning,Y,"Empire, 2/20/1872",jan
5647,1871.12.11.R,1871,Invalid,AUSTRALIA,New South Wales,Hawkesbury River,,M,Human remains recovered from 11' shark,N,"Border Watch, 1/10/1872",dec
5648,1871.08.29.R,1871,Unprovoked,USA,Hawaii,,Fishing,M,Limbs severed,N,"The British Colonist, 8/29/1871",aug
5649,1871.08.00,1871,Provoked,USA,New York,Long Island,Shark fishing,M,Hand injured PROVOKED INCIDENT,N,"New York Times, 8/26/1871",aug
5650,1871.05.22.R,1871,Unprovoked,SRI LANKA,Eastern Province,Trincomalee,Bathing,M,Severe laceration to thigh,N,"The Argus, 5/22/1871",may
5651,1871.03.24,1871,Unprovoked,INDIA,"22ºN, 88ºE",Hoogly River at Multah,Bathing,M,"FATAL, left thigh & buttock bitten, died of pneumonia 7 weeks later  ",Y,"J. Fayrer, M.D., pp.257-260 ",mar
5655,1870.07.27,1870,Unprovoked,USA,North Carolina,"Smithville (now Southport), Brunswick County",Bathing,M,Foot bitten & toe severed,N,"C. Creswell, GSAF, F. Schwartz, p.23",jul
5656,1870.06.19,1870,Unprovoked,INDIA,"22ºN, 88ºE","Calcutta, Hoogly River at  one of the ghats",Bathing,M,"Left arm bitten, developed gangrene, surgically amputated",N,"J. Fayrer, M.D.",jun
5657,1870.06.01,1870,Unprovoked,INDIA,West Bengal,"Hoogly River, Calcutta",Bathing / standing,M,"Right foot & leg bitten, surgically amputated",N,"J. Fayrer, M.D.",jun
5658,1870.05.26.R,1870,Unprovoked,AUSTRALIA,Queensland,Moreton Island,Fishing,M,bite to lower leg,N,"Brisbane Courier, 5/26/1870",may
5659,1870.05.18,1870,Unprovoked,INDIA,"22ºN, 88ºE","Hatkolah, Ghat,",Bathing,M,4 irregular lacerated wounds on right arm,N,"J. Fayrer, M.D.",may
5660,1870.05.11,1870,Unprovoked,INDIA,"22ºN, 88ºE",Near Sobah Bazar,Bathing,M,3 lacerated irregular wounds on anterior left thigh,N,"J. Fayrer, M.D.",may
5661,1870.01.09,1870,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Bathing,M,Right thigh bitten,N,"Brisbane Courier, 1/15/1870",jan
5663,1869.04.15.R,1869,Unprovoked,AUSTRALIA,South Australia,Cape Elizabeth,Net fishing,M,Foot bitten,N,"The Mercury, 4/151869",apr
5664,1869.04.10,1869,Invalid,,,,Fell overboard,M,"FATAL, but shark involvement prior to death was not determined",Y,"Nelson Examiner & New Zealand Chronicle, 4/24/1869",apr
5665,1868.09.01,1868,Unprovoked,ITALY,Adriatic Sea,Trieste,,M,FATAL,Y,"A. De Maddalena; Radovanovi (1965), Soldo & Jardas (2000)",sep
5666,1868.05.13,1868,Unprovoked,INDIA,Hoogly River,Ghat,Standing,M,"FATAL, upper left thigh, groin & buttocks severely bitten, leg surgically amputated at the hip  ",Y,"J. Fayrer, M.D.",may
5668,1868.01.04.R,1868,Sea Disaster,AUSTRALIA,South Australia,Belfast (now Port Fairy),Fishing,,"No injury to occupants, shark's teeth embedded in keel",N,"Nelson Examiner & New Zealand Chronicle, 4/3/1868",jan
5669,1868.00.00.b,1868,Unprovoked,AUSTRALIA,Torres Strait,South Aroo Island,Swimming,M,FATAL,Y,"The New Era, 10/24/1888",oct
5671,1867.08.22.R,1867,Unprovoked,EGYPT,,Port Said,Swimming,M,FATAL,Y,"C. Moore, GSAF",aug
5672,1867.08.00,1867,Unprovoked,MEXICO,Veracruz ,Vera Cruz Harbor,boat from the Austrian ship Elizabeth,M,FATAL,Y,"Washington Star, 12/12/1891",aug
5673,1867.06.26,1867,Sea Disaster,CUBA,Villa Clara Province,Remedios,boat from ship Josephine capsized in squall,M,FATAL,Y,"Cork Examiner, 8/17/1867; Whaleman's Shipping List, 9/24;1867",jun
5675,1866.04.24.R,1866,Invalid,AUSTRALIA,Western Australia,Off De Grey river,Fell overboard,M,Thought to have been taken by a shark. Body was not recovered,Y,"The Argus, 4/24/1866",apr
5676,1865.09.02,1865,Unprovoked,USA,New York,"Greenport Sound, Long Island",Swimming alongside the schooner Catherine Wilcox,M,Multiple lacerations,N,"P. Bailey; J. Gaudin, GSAF",sep
5677,1865.07.18.R,1865,Unprovoked,USA,Texas,Brazos,Bathing,M,FATAL,Y,"Daily Index, 7/18/1865",jul
5678,1865.03.01.R,1865,Boat,SOUTH AFRICA,Western Cape Province,St. Helena Bay,Fishing,M,"FATAL: Boat capsized, sharks took fishermen",Y,"South African Advertiser, 3/1/1865",mar
5680,1864.09.18.R,1864,Provoked,FRANCE,Alpes Maritime,Antibes,Dragging a shark,M,Knee bitten PROVOKED INCIDENT,N,"C. Moore, GSAF",sep
5681,1864.09.00,1864,Unprovoked,SCOTLAND,Edinburgh,Granton,,M,Leg bitten 3 times,N,C. Moore citing R. Peirce,sep
5682,1864.08.12,1864,Unprovoked,USA,New York,Mahattan,Swimming,M,Left thigh severely bitten,N,"NY Times, 8/13/1864",aug
5683,1864.07.25,1864,Unprovoked,SPAIN,Eastern Catalona,Badalona,Bathing,M,FATAL,Y,"C. Moore, GSAF",jul
5684,1864.01.27.R,1864,Unprovoked,PANAMA,Colón Province,Aspinwall (Colón),Coming ashore on a hawser,M,FATAL,Y,"Chicago Tribune, 1/27/1864",jan
5685,1864.01.16.R,1864,Unprovoked,NEW ZEALAND,Foveaux Strait,Stewart Island,Boat swamped,M,FATAL,Y,"Otago Witness, 1/16/1864",jan
5686,1864.01.02,1864,Unprovoked,NEW ZEALAND,North Island,"Brickfield Bay, Auckland Harbour",Standing / Bathing,M,Minor injury to hip,N,"Wellington Independent, 1/21/1864",jan
5688,1863.12.14,1863,Unprovoked,GUINEA,Conakry Region,Ile de Loss,"Bathing near whaling ship (bark A. R. Tucker of New Bedford, Massachusetts)",M,"FATAL ""Most of leg torn away . . .  Buried on Island of DeLoss on the west coast of Africa""",Y,"P. Purrington, Whaling Museum & Old Dartmouth Historical Society; V.M. Coppleson (1958), p.321    ",dec
5689,1863.09.13.R,1863,Unprovoked,USA,South Carolina,"Stono Inlet, near Charleston, Charleston County",Bathing,M,Thrown into the air & bruised,N,"NY Times, 9/13/1863",sep
5690,1863.04.00,1863,Unprovoked,AUSTRALIA,Queensland,Caloundra Heads,Launching a boat,M,FATAL,Y,"Brisbane Courier, 6/12/1889, p.9",apr
5691,1863.03.05,1863,Unprovoked,AUSTRALIA,Victoria,Brighton,Floating on back,M,Lacerations to right torso & ankle,N,"Argus, 3/10/1863",mar
5692,1863.02.05,1863,Invalid,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban","Swimming, caught in strong backwash & disappeared",M,Shark caught 9 days later contained human remains thought to be those of Canham,Y,"M. Levine, GSAF; Times of Natal, 2/16/1863",feb
5693,1863.01.10,1863,Unprovoked,AUSTRALIA,New South Wales,"""Bellynahinch"" on the Manning River",Bathing,M,FATAL,Y,"G.P. Whitley, p.259",jan
5695,1862.12.22,1862,Unprovoked,NEW ZEALAND,North Island,"Soldier's Point, Brick Bay, Auckland",Swimming,M,Right thigh and left foot severely bitten,N,"V.M. Coppleson (1962), p.247",dec
5696,1862.12.19.R,1862,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Trying to catch a wounded bird,M,FATAL,Y,"Courier, 12/19/1862",dec
5697,1862.12.04,1862,Invalid,NEW ZEALAND,South Island,Lyttleton?,,,,UNKNOWN,"Bendigo Advertiser, 1/3/1863",dec
5698,1862.08.15.R,1862,Unprovoked,SPAIN,,A Spanish port,Bathing,F,Survived,N,C. Moore,aug
5699,1862.08.02.R,1862,Invalid,SPAIN,Malaga,Fuengirola,,M,Possible drowning and scavenging,,C. Moore,aug
5701,1862.07.14,1862,Unprovoked,SPAIN,Cádiz,Off Algeciras,,M,FATAL,Y,C. Moore,jul
5702,1862.07.13,1862,Unprovoked,SPAIN,Cádiz,Off Algeciras,Swimming alongside the SS Kearsarge,M,FATAL,Y,C. Moore; W.H. Bedlam,jul
5703,1862.06.03,1862,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor,,M,"""Very severe wounds""",N,"Cape Argus, 6/10/1862; M. Levine, GSAF",jun
5704,1862.05.05,1862,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,Bathing,M,Lacerations,N,"M. Levine, GSAF",may
5707,1861.11.10,1861,Unprovoked,SINGAPORE,,,Bathing alongside the American ship Thomas W. Sears,M,FATAL,Y,"The Argus, 11/15/1861",nov
5708,1861.09.25.R,1861,Unprovoked,CUBA,,60 miles off Trinidad de Cuba,Deserting the bark Nazarene,M,Lacerations,N,"New York Times, 10/5/1861",sep
5709,1861.03.00,1861,Unprovoked,NEW ZEALAND,North Island,"Wynyard Wharf, Auckland Harbor",Bathing,M,"""Severely bitten but recovered""",N,P. Tichener,mar
5710,1861.02.12.R,1861,Unprovoked,EQUATORIAL GUINEA / CAMEROON,Fernando Po Island,,Swimming,M,FATAL,Y,"Daily Southern Cross, 2/12/1861",feb
5711,1861.01.15.R,1861,Unprovoked,AUSTRALIA,Queensland,Cleveland,Bathing,M,Lacerations to fingers,N,"Moreton Bay Courier, 1/15/1861",jan
