,Case Number,Year,Type,Country,Area,Location,Activity,Sex,Injury,Fatal,Source,Month
165,2015.07.23.b,2015,Provoked,USA,California,"La Jolla, San Diego County",Kayak Fishing,M,No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,N,"NBC San Diego, 7/27/2015",jul
166,2015.07.23.a,2015,Unprovoked,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,Surfing,M,Left hand bitten,N,"ABC News, 7/27/2015",jul
167,2015.07.22,2015,Unprovoked,REUNION,,St. Leu,Surfing,M,Arm bitten,N,Zig Zag Surfing Magazine,jul
168,2015.07.19,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,M,No injury,N,"BBC, 7/20/2015",jul
169,2015.07-10,2015,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,M,"No injury, shark bumped & damaged board",N,"KTLA, 7/10/2015",jul
170,2015.07.08,2015,Invalid,USA,California,"Huntington Beach, Orange County",Treading water,M,Laceration to back,N,"Sentinel & Enterprise.com, 10/4/2015",jul
171,2015.07.06,2015,Invalid,FRENCH POLYNESIA,Bora Bora,,Swimming,M,Parallel lacerations to torso inconsistent with shark bite,N,"Hollywood Life, 7/6/2015",jul
172,2015.07.04.b,2015,Unprovoked,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",Spearfishing,F,Lacerations to lower leg & ankle,N,"ABC action News, 7/7/2015",jul
173,2015.07.04.a,2015,Unprovoked,USA,North Carolina,"Off Surf City, Pender County",,M,Lacerations to right hand & forearm,N,"C. Creswell, GSAF",jul
174,2015.07.03,2015,Unprovoked,AUSTRALIA,New South Wales,Lennox Head,Surfing,M,"No injury, shark bit surfboard",N,"Northern Star, 7/3/2015",jul
175,2015.07.02,2015,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Body boarding ,M,Significant injuries to lower legs,N,"Northern Star, 7/2/2015",jul
176,2015.07.01,2015,Unprovoked,USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",Swimming,M,"Injuries to torso, hip, lower leg & hands",N,"C. Creswell, GSAF",jul
177,2015.06.30.b,2015,Unprovoked,AUSTRALIA,New South Wales,"Flat Rock, Yamba",Surfing,M,Hand bitten,N,"The Telegraph, 7/8/2015",jun
178,2015.06.30.a,2015,Unprovoked,USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",Playing in the water,M,Shallow lacerations & puncture to lateral left leg,N,"C. Creswell, GSAF",jun
179,2015.06.27.b,2015,Unprovoked,USA,North Carolina,"Rodanthe, Dare County",Swimming,M,"Injuries to right calf, buttock and both hands",N,"C. Creswell, WRAL, 6/27/2015",jun
180,2015.06.27.a,2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay near Knysna,Body Boarding,M,"Right leg severed, multiple lacerations to left leg",N,"NSRI, 6/27/205",jun
181,2015.06.26.c,2015,Invalid,USA,Florida,"Jacksonville Beach, Duval County",Swimming,F,Minor lacerations to leg,N,"Action News Jax, 6/26/2015",jun
182,2015.06.26.b,2015,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay",Surfing,M,Multiple lacerations to torso & leg,N,Zig Zag Surfing Magazine,jun
183,2015.06.26.a,2015,Unprovoked,USA,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",Standing,M,Puncture wounds to foot,N,"C. Creswell, GSAF; WCNC, 6/26/2015",jun
184,2015.06.25.R,2015,Provoked,AUSTRALIA,Western Australia,Rottnest Island,Swimming,M,Minor lacerations to forearm when he grabbed shark by its tail     PROVOKED INCIDENT,N,"West Australian Police, 6/25/2015",jun
185,2015.06.25,2015,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Body surfing?,M,Multiple lacerations to back,N,"C. Creswell, GSAF",jun
186,2015.06.24.b,2015,Unprovoked,USA,North Carolina,Surf City,Swimming,M,Minor injury to foot,N,"C. Creswell, GSAF",jun
187,2015.06.24.a,2015,Invalid,AUSTRALIA,Western Australia,Denmark,Surfing,F,"Bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force",N,"L. Kumpe, R. Mcauley",jun
188,2015.06.23,2015,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",Standing,M,Minor injury to calf ,N,"C. Creswell, GSAF; R. Lurye, Island Packet",jun
189,2015.06.19,2015,Unprovoked,PUERTO RICO,,Off Cabo Rojo,Spearfishing,M,Injury to hand,N,"Yahoo News, 6/19/2015",jun
190,2015.06.17,2015,Unprovoked,USA,Florida,Daytona Beach Shores,Swimming,M,Minor injury to calf ,N,"WTXL TV, 6/17/2015",jun
191,2015.06.14.b,2015,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",Wading,M,Arm amputated below shoulder,N,"C. Creswell, GSAF",jun
192,2015.06.14.a,2015,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",Wading,F,Left arm amputated at elbow & severe injury to leg,N,"C. Creswell, GSAF",jun
193,2015.06.13,2015,Unprovoked,USA,California,Off San Diego,,F,Severe laceration to leg,N,"Courthouse News Service, 11/18/2015",jun
194,2015.06.11,2015,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Boogie boarding,F,Minor lacerations to foot,N,"C. Creswell, GSAF",jun
195,2015.06.07,2015,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Playing,M,Lacerations to right calf,N,"Florida Today, 6/7/2015",jun
196,2015.06.05,2015,Unprovoked,USA,Florida,Fort Lauderdale,Attempting to rescue a shark,F,Puncture wound to finger,N,"7 News, 6/5/2015",jun
197,2015.06.01,2015,Unprovoked,REUNION,Le Port,Folette,Surfing,M,Left forearm bitten,N,"Clincanoo, 6/1/2015",jun
198,2015.05.29.b,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Standing,F,Left foot bitten,N,"Orlando Sentinel, 5/29/2015",may
199,2015.05.29.a,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,F,Minor lacerations to dorsum of right foot,N,"ClickOrlando, 5/29/2015",may
200,2015.05.25,2015,Unprovoked,FRENCH POLYNESIA,Rangiroa,Avatoru Pass,Spearfishing,M,Lacerations to right forearm,N,Polynésie 1ère. 5/262015,may
201,2015.05.24,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,F,"Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon",N,"WFTV,  5/27/2015",may
202,2015.05.20,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,2 puncture wounds to  dorsum of left foot,N,"WFTV, 5/20/2015",may
203,2015.05.15,2015,Unprovoked,USA,South Carolina,Sullivan's Island,,M,Laceration to foot ,N,"News 2, 5/15/2015",may
204,2015.05.09,2015,Unprovoked,NEW CALEDONIA,,Kouare ,Snorkeling,M,FATAL,Y,Les Nouvelles Caledonnie,may
205,2015.05.07,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,M,"Lacerations to lower left leg, ankle & foot",N,"KnightNews.com, 5/9/2015",may
206,2015.05.03,2015,Unprovoked,AUSTRALIA,New South Wales,Saltwater Beach,Surfing,M,Injuries to left arm & right hand,N,"ABC, 5/3/2015",may
207,2015.05.02,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Diving,M,"Injuries to leg, left arm & both hands",N,"DispatchLive, 5/4/2015",may
208,2015.04.29,2015,Unprovoked,USA,Hawaii,Kanahena Cove ,Snorkeling,F,FATAL,Y,"Star Advertiser, 4/30/2015",apr
209,2015.04.26,2015,Unprovoked,USA,Florida,"Resident's Beach, Marco Island",Wading,M,Lacerations to left calf,N,"ABC-7, 4/27/2015",apr
210,2015.04.25,2015,Unprovoked,AUSTRALIA,South Australia,Fishery Bay,Surfing,M,Leg severed at mid-thigh,N,"The Advertiser, 4/25/2015",apr
211,2015.04.24.c,2015,Unprovoked,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay",Surf skiing ,M,"No injury, knocked off ski",N,"Echo Daily, 6/25/2015",jun
212,2015.04.13,2015,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Photographing the shark,M,Lacerations to shoulder and left bicep,N,"Miami Herald, 4/25/2015",apr
213,2015.04.11,2015,Unprovoked,AUSTRALIA,New South Wales,McKenzies Beach,Paddle boarding,M,Ankle injured,N,"Surf Life Saving, 4/11/2015",apr
214,2015.04.12,2015,Unprovoked,REUNION,Saint-Gilles-les-Bains,Cap Homard,Surfing,M,FATAL,Y,"Le Huffington Post, 4/15/2015",apr
215,2015.03.31,2015,Invalid,BRAZIL,Pernambuco,"Praia del Chifre, Olinda",Surfing,M,Injury to left thigh from unidentified species of fish; injuries inconsistent with shark bite,N,"Globo, 3/31/2015",mar
216,2015.04.03,2015,Unprovoked,USA,Florida,"3 miles off Jupiter, Palm Beach County",Spearfishing,M,Injuries to head & torso,N,"ABC Action News, 4/6/2015",apr
217,2015.03.29,2015,Invalid,ITALY,Sardinia,,Diving,M,"FATAL, but shark involvement prior to death unconfirmed",Y,"A. de Maddalena, GSAF",mar
218,2015.03.26,2015,Boat,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,Kayak Fishing,M,No injury but kayak bitten,N,"Times Live, 4/1/2015",mar
219,2015.03.21,2015,Unprovoked,EGYPT,,Marsa Alam,Swimming,M,FATAL,Y,"E. Ritter, GSAF",mar
220,2015.03.18,2015,Unprovoked,USA,Hawaii,Hapuna Beach,Standing / Snorkeling,M,Lacerations to left forearm. Lacerations to left hand and thigh,N,"KMBC, 3/19/2015",mar
221,2015.03.16,2015,Unprovoked,FRENCH POLYNESIA,Bora Bora,Anau,Hand feeding sharks,M,Hand bitten,N,"Radio1, 3/16/2015",mar
222,2015.03.11,2015,Boat,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",Fishing,M,Bruised in falling overboard as shark bumped boat,N,"Northern Star, 3/13/2015",mar
223,2015.03.10,2015,Provoked,MEXICO,Sinaloa,Mazlatan,Fishing,M,Right hand bitten by hooked shark PROVOKED INCIDENT,N,"Noreste, 3/10/2015",mar
224,2015.03.07,2015,Unprovoked,FRENCH POLYNESIA,Central Tuamotu,"Tupapati, Hikueru Atoll",Sitting in the water,M,Thigh bitten,N,"Radio1, 3/9/2015",mar
226,2015.02.14,2015,Unprovoked,REUNION,dÉtang-Salé,Ravine Mula,Swimming,F,FATAL,Y,"L'Yonne Républicaine, 2/14/2015",feb
227,2015.02.09,2015,Unprovoked,AUSTRALIA,New South Wales,Shelly Beach,Surfing,M,FATAL,Y,"The Telegraph, 2/9/2015",feb
228,2015.02.08,2015,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Byron Bay",Surfing,M,Laceration & puncture wounds to right flank & hip,N,"The Telegraph, 2/8/2015",feb
229,2015.02.05,2015,Unprovoked,AUSTRALIA,New South Wales,Mereweather Beach,Bodysurfing,M,5 minor puncture wounds to lower left leg,N,"The Telegraph, 1/6/2015",feb
230,2015.01.30,2015,Boat,AUSTRALIA,Queensland,"Nerang River, Surfer's  Paradise",Rowing,M,"No injury, shark's teeth scratched hull",N,"Gold Coast Bulletin, 1/31/2015",jan
231,2015.01.27,2015,Provoked,USA,Hawaii,Lahaina,Shark fishing,M,Lacerations to calf by hooked shark PROVOKED INCIDENT,N,"Huffington Post, 1/28/2015",jan
232,2015.01.24,2015,Unprovoked,AUSTRALIA,New South Wales,Flat Rock,Surfing,M,"No injury, surfboard dented",N,"Northern Star, 1/26/2015",jan
233,2015.01.19.b,2015,Boat,USA,Florida,Off Panama City,Fishing,M,No injury but shark bit trolling motor & rammed boat,N,"The Panhandle, 1/20/2015",jan
234,2015.01.19.a,2015,Invalid,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",Surfing & filming dolphins,F,Board snapped in two,N,"ABC North Coast, 1/21/2015",jan
235,2015.01.17,2015,Boat,AUSTRALIA,New South Wales,Off Blacksmith Beach,Fishing,M,"Shark bumped boat, no injury to occupants",N,"The Sydney Morning Herald, 1/18/2015",jan
236,2015.01.16,2015,Unprovoked,AUSTRALIA,New South Wales,"Mollymook Beach, Bannister Head",Filming,M,Bitten on hand & wrist,N,"Milton-Ulladulla Times, 1/16/2015",jan
237,2015.01.08,2015,Invalid,USA,Florida,,Swimming after falling overboard,M,"During his 16-hour swim to shore, he was circled by a shark but it did not injure him",N,"UPI, 1/12/2015",jan
238,2015.01.06,2015,Unprovoked,BAHAMAS,Abaco Islands,"Tahiti Beach, Elbow Cay",Snorkeling,F,Severe bite to right flank,N,"Britt Martin; Local10, 1/7/2015",jan
239,2015.01.03,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Chintsa East Beach,Surfing,M,"Lacerations to lower left leg, puncture wounds to sole of left foot",N,"Dispatch Online, 1/7/2015",jan
240,2015.01.01,2015,Unprovoked,USA,Florida,"Windsor Beach, Indian River County",,M,Leg bitten,N,"WPTV-West Palm Beach, 1/2/2015",jan
241,2014.12.29.b,2014,Unprovoked,AUSTRALIA,New South Wales,Bherwerre Beach,Surfing,,Lacerations to both feet,N,"South Coast Register, 12/29/2014",dec
242,2014.12.29.a,2014,Unprovoked,AUSTRALIA,Western Australia,Three Stripes near Cheynes Beach,Spearfishing,M,FATAL,Y,"The West Australian, 12/29/2014",dec
244,2014.12.28.c,2014,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,Swimming,,Minor cuts on feet,N,"IOL News, 12/29/2014",dec
245,2014.12.28.b,2014,Unprovoked,USA,California,"Montaña de Oro State Park, San Luis Obispo County ",Surfing,M,Injury to hip/leg,N,"R. Collier, GSAF",dec
246,2014.12.28.a,2014,Provoked,AUSTRALIA,Victoria,Paradise Beach,Fishing,M,Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT,N,"ABC.net.au, 12/28/2014",dec
247,2014.12.23.R,2014,Unprovoked,JAPAN,,,Diving / Filming,M,"No injury, shark snagged its teeth in diver's suit",N,"Maxisciences.com, 12/23/2014",dec
248,2014.12.15,2014,Unprovoked,AUSTRALIA,Queensland,Rudder Reef,Spearfishing,M,FATAL,Y,"Herald Sun, 12/15/2014",dec
249,2014.12.03.R,2014,Provoked,SPAIN,Granada,Off Motril,Fishing for blue sharks,M,Glancing bite to wrist from netted shark PROVOKED INCIDENT,N,"ABCandalucia, 12/3/2014",dec
250,2014.11.29,2014,Unprovoked,AUSTRALIA,Western Australia,"Pyramids Beach, Port Bouvard",Surfing,M,Minor injuries to right leg,N,"The Sydney Morning Herald, 11/29/2014",nov
251,2014.11.20,2014,Provoked,MAURITIUS,Cargados Carajos Shoals (St. Brandon),,Fishing,M,"FATAL, arm bitten by shark hauled on deck             PROVOKED INCIDENT",Y,A. R. Ramjatan ,nov
252,2014.11.19,2014,Boat,AUSTRALIA,Western Australia,Freo,Fishing,M,"Shark chasing fish bumped boat, no injury to occupants",N,"The West Australian, 11/20/2014",nov
253,2014.11.16,2014,Unprovoked,USA,Florida,"Indian Harbor Beach, Brevard County",Surfing,M,Laceration to left hand,N,"USA Today, 11/16/2014",nov
254,2014.11.17,2014,Boat,USA,California,"Franklin Point, San Mateo County",,,"Shark bumped boat, no injury to occupants",N,"Inquisitr, 11/17/2014",nov
255,2014.11.13,2014,Unprovoked,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Snorkeling,M,Laceration to left upper leg,N,"G. Kubota, Star Advertiser, 11/13/2014",nov
256,2014.11.10,2014,Unprovoked,AUSTRALIA,New South Wales,Moonee Beach,Surfing,M,Minor injury to lower leg and foot,N,"Norhern Rivers Echo, 11/10/2014",nov
257,2014.11.08,2014,Unprovoked,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,Minor injuries to hand & arm ,N,WPTV.com,nov
258,2014.10.31,2014,Unprovoked,USA,Hawaii,"North Kohala, Hawaii County",Surfing,F,Lacerations to fingers,N,"L. Kubota, Hawaii News Now, 10/31/2014",oct
259,2014.10.30,2014,Provoked,AUSTRALIA,New South Wales,Wallabi Point,Surfing,M,Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT,N,"The Sydney Morning Herald, 10/30/2014",oct
260,2014.10.22,2014,Unprovoked,USA,Hawaii,"Kihei, Maui",Stand-Up Paddleboarding,F,"No injury, paddleboard bitten",N,"Hawaii News Now, 10/22/2014",oct
261,2014.10.20,2014,Unprovoked,USA,Hawaii,"Kahului, Maui",Stand-Up Paddleboarding,M,"No injury, paddleboard bitten",N,"The Maui News, 10/21/2014",oct
262,2014.10.19,2014,Boat,USA,California,"Leadbetter Beach, Santa Barbara County",Canoeing,F,"No injury to occupant, canoe bitten",N,"R. Collier, GSAF",oct
263,2014.10.18,2014,Unprovoked,USA,Hawaii,"Maalaea, South Maui",Surfing,M,"No injury, surfboard bitten",N,"Star Advertiser, 10/18/2014",oct
264,2014.10.17,2014,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Surfing,F,"Lacerations to left calf & ankle, puncture wounds to left foot",N,"Sydney Morning Herald, 10/17/2014",oct
265,2014.10.14,2014,Unprovoked,USA,South Carolina,"Hilton Head Island, Beaufort County",Standing in inner tube,F,Lacerations to left foot,N,"TheIndyChannel, 10/16,2014",oct
266,2014.10.12,2014,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Body surfing or Boogie boarding,F,Laceration to right hand/wrist,N,"Florida Today, 10/13/2014",oct
267,2014.10.07,2014,Unprovoked,USA,Florida,"Cherie Down Park, Brevard County",Fishing,F,Thigh bitten,N,"Click Orlando, 10/7/2014",oct
268,2014.10.11,2014,Boat,AUSTRALIA,Western Australia,"Castle Rock, north of Dunsborough",Kayaking,M,"Kayak deflated, no injury to occupants",N,"Perth Now, 10/11/2014",oct
269,2014.10.05.b,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Foot bitten,N,"WESH2, 10/6/2014",oct
270,2014.10.05.a,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Foot bitten,N,"WESH2, 10/6/2014",oct
271,2014.10.03.b,2014,Boat,USA,California,Santa Barbara County,Kayaking,M,"No injury to occupant, shark/s holded  kayak",N,"R. Collier, GSAF",oct
272,2014.10.03.a,2014,Boat,USA,California,Santa Barbara County,Kayaking ,M,"No injury to occupant, shark/s holded  kayak",N,"R. Collier, GSAF",oct
273,2014.10.02.b,2014,Unprovoked,USA,California,"Walls Beach, Vandenberg AFB, Santa Barbara County",Surfing,M,Lacerations to knee,N,"R. Collier, GSAF",oct
274,2014.10.02.a,2014,Unprovoked,AUSTRALIA,Western Australia,"Kelpids Beach, Wylie Bay, Esperance",Surfing,M,"Left arm & right hand severed, lacerations to both legs",N,"9News, 2/15/2015",oct
275,2014.09.21,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Minor injury to left foot,N,"NBC2 News, 9/21/2014",sep
276,2014.09.13.R,2014,Unprovoked,FRENCH POLYNESIA,Moorea,Tiahura Lagoon,Feeding fish,F,Thumb & finger nipped,N,"LeDepeche, 9/12/2014",sep
277,2014.09.13,2014,Invalid,USA,California,"Manresa State Beach, Santa Cruz County",Surfing,M,"A hoax, no shark involvement",N,"R. Collier, GSAF",sep
278,2014.09.09,2014,Unprovoked,AUSTRALIA,New South Wales,"Clarkes Beach, Byron Bay",Swimming,M,FATAL,Y,"BBC, 9/9/2014",sep
279,2014.09.06,2014,Unprovoked,USA,Alabama,"Katrina Cut, Dauphin Island, Mobile County",Fishing ,M,Leg bitten,N,"Fox10TV.com, 9/7/2014",sep
280,2014.09.03,2014,Unprovoked,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County",Kayaking ,F,"No injury, shark bit kayak",N,"Boston Globe, 9/4/2014",sep
281,2014.09.02,2014,Provoked,USA,Florida,"Fletcher Beach, Hutchinson Island, Martin County",Fishing,M,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,N,"WPBF.com, 9/2/2014",sep
282,2014.09.00,2014,Unprovoked,SPAIN,Catalonia,Salou,Playing with an air mattress,M,Lacerations to right hand,N,"A. Brenneka, Shark Attack Survivors",sep
283,2014.08.31,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body surfing,F,Injury to left calf,N,"Sun Sentinel, 8/31/2014",aug
284,2014.08.29.b,2014,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,Lacerations to shin,N,"Click Orlando, 9/12/2014",aug
285,2014.08.29.a,2014,Invalid,USA,Florida,"Atlantic Beach, Duval County",,,Shark involvement not confirmed,N,"Orlando Sentinel, 8/31/2014",aug
286,2014.08.28,2014,Provoked,USA,Maryland,Assateague National Seashore,Fishing,M,Lacerations to foot by hooked shark PROVOKED INCIDENT,N,"Delmarva Now, 8/29/2014",aug
287,2014.08.27.c,2014,Unprovoked,SPAIN,Alicante,Benidorm,Swimming,F,Minor lacerations to posterior lower leg,N,"Diario Informacion, 8/29/2014",aug
288,2014.08.27.b,2014,Unprovoked,USA,North Carolina,"Figure Eight Island,  New Hanover County",Surfing,M,Laceration to left hand,N,"C. Creswell, GSAF",aug
289,2014.08.27.a,2014,Unprovoked,USA,South Carolina,"Surfside Beach, Horry  County",Standing,F,Heel bitten,N,"C. Creswell, GSAF",aug
290,2014.08.25,2014,Provoked,USA,Florida,Apalachicola Bay ,Fishing for sharks,M,Lacerations to forearm from hooked shark PROVOKED INCIDENT,N,"Nooga.com, 8/25/2014",aug
291,2014.08.24,2014,Unprovoked,USA,North Carolina,"Off Masonboro Island, New Hanover County",Kite boarding,,Laceration to left foot,N,"C. Creswell, GSAF; WWAY, 8/24/2014",aug
292,2014.08.16,2014,Unprovoked,AUSTRALIA,Western Australia,Gnaraloo,Spearfishing,M,Lacerations to face and neck,N,"Herald Sun, 8/21/2014",aug
293,2014.08.12,2014,Unprovoked,USA,Florida,"3 to 4 miles west of Indian Pass, Gulf County",Standing,M,Puncture wounds and lacerations to left thigh and knee,N,"K. Hayes / Brewton Standard, 8/19/2014",aug
294,2014.08.10,2014,Unprovoked,USA,Florida,"Hallandale Beach, Broward County",,M,Puncture wounds & lacerations to foot,N,"CBS Miami, 8/11/1014",aug
295,2014.08.09.R,2014,Unprovoked,BAHAMAS,,,Spearfishing,M,Puncture wounds to right foot and ankle,N,A. Hindley / M. Michaelson,aug
296,2014.08.09,2014,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Swimming,F,Puncture wounds to right foot & ankle,N,"Florida Today, 8/9/2014",aug
297,2014.08.08,2014,Unprovoked,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",Swimming,M,Minor lacerations to left heel and big toe,N,"The Times-Picayune, 8/9/2014",aug
298,2014.08.06,2014,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Boogie boarding,M,Lacerations to right leg & foot,N,"C. Creswell, GSAF;        WCSC. 8/6/2014",aug
299,2014.08.05,2014,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,F,Lacerations to  foot,N,"Inquisitr, 8/7/2014",aug
300,2014.08.02,2014,Unprovoked,USA,Florida,"South of Cocoa Beach, Brevard County",Surfing,M,Foot bitten,N,"Florida Today, 8/8/2014",aug
