,Date,Year,Type,Country,Area,Location,Activity,Age,Injury,Fatal (Y/N),Female,Male
194,11-Jun-15,2015,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Boogie boarding,13,Minor lacerations to foot,N,1,0
195,07-Jun-15,2015,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Playing,11,Lacerations to right calf,N,0,1
196,05-Jun-15,2015,Unprovoked,USA,Florida,Fort Lauderdale,Attempting to rescue a shark,17,Puncture wound to finger,N,1,0
197,01-Jun-15,2015,Unprovoked,REUNION,Le Port,Folette,Surfing,47,Left forearm bitten,N,0,1
198,29-May-15,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Standing,14,Left foot bitten,N,1,0
199,29-May-15,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,19,Minor lacerations to dorsum of right foot,N,1,0
200,25-May-15,2015,Unprovoked,FRENCH POLYNESIA,Rangiroa,Avatoru Pass,Spearfishing,19,Lacerations to right forearm,N,0,1
201,24-May-15,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,13,"Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon",N,1,0
202,20-May-15,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,18,2 puncture wounds to  dorsum of left foot,N,0,1
203,15-May-15,2015,Unprovoked,USA,South Carolina,Sullivan's Island,NO DATA,30,Laceration to foot ,N,0,1
204,09-May-15,2015,Unprovoked,NEW CALEDONIA,NO DATA,Kouare ,Snorkeling,50,FATAL,Y,0,1
205,07-May-15,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,0,"Lacerations to lower left leg, ankle & foot",N,0,1
206,03-May-15,2015,Unprovoked,AUSTRALIA,New South Wales,Saltwater Beach,Surfing,0,Injuries to left arm & right hand,N,0,1
207,02-May-15,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Diving,29,"Injuries to leg, left arm & both hands",N,0,1
208,29-Apr-15,2015,Unprovoked,USA,Hawaii,Kanahena Cove ,Snorkeling,65,FATAL,Y,1,0
209,26-Apr-15,2015,Unprovoked,USA,Florida,"Resident's Beach, Marco Island",Wading,63,Lacerations to left calf,N,0,1
210,25-Apr-15,2015,Unprovoked,AUSTRALIA,South Australia,Fishery Bay,Surfing,26,Leg severed at mid-thigh,N,0,1
211,24-Jun-15,2015,Unprovoked,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay",Surf skiing ,71,"No injury, knocked off ski",N,0,1
212,13-Apr-15,2015,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Photographing the shark,48,Lacerations to shoulder and left bicep,N,0,1
213,11-Apr-15,2015,Unprovoked,AUSTRALIA,New South Wales,McKenzies Beach,Paddle boarding,0,Ankle injured,N,0,1
214,12-Apr-15,2015,Unprovoked,REUNION,Saint-Gilles-les-Bains,Cap Homard,Surfing,13,FATAL,Y,0,1
215,31-Mar-15,2015,Invalid,BRAZIL,Pernambuco,"Praia del Chifre, Olinda",Surfing,23,Injury to left thigh from unidentified species of fish; injuries inconsistent with shark bite,N,0,1
216,03-Apr-15,2015,Unprovoked,USA,Florida,"3 miles off Jupiter, Palm Beach County",Spearfishing,70,Injuries to head & torso,N,0,1
217,29-Mar-15,2015,Invalid,ITALY,Sardinia,NO DATA,Diving,43,"FATAL, but shark involvement prior to death unconfirmed",Y,0,1
218,26-Mar-15,2015,Boat,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,Kayak Fishing,36,No injury but kayak bitten,N,0,1
219,21-Mar-15,2015,Unprovoked,EGYPT,NO DATA,Marsa Alam,Swimming,52,FATAL,Y,0,1
220,18-Mar-15,2015,Unprovoked,USA,Hawaii,Hapuna Beach,Standing / Snorkeling,58,Lacerations to left forearm. Lacerations to left hand and thigh,N,0,1
221,16-Mar-15,2015,Unprovoked,FRENCH POLYNESIA,Bora Bora,Anau,Hand feeding sharks,9,Hand bitten,N,0,1
222,11-Mar-15,2015,Boat,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",Fishing,0,Bruised in falling overboard as shark bumped boat,N,0,1
223,10-Mar-15,2015,Provoked,MEXICO,Sinaloa,Mazlatan,Fishing,36,Right hand bitten by hooked shark PROVOKED INCIDENT,N,0,1
224,07-Mar-15,2015,Unprovoked,FRENCH POLYNESIA,Central Tuamotu,"Tupapati, Hikueru Atoll",Sitting in the water,0,Thigh bitten,N,0,1
225,15-Feb-15,2015,Boat,ATLANTIC OCEAN,NO DATA,NO DATA,Transatlantic Rowing,0,"No injury, shark bit rudder",N,0,0
226,14-Feb-15,2015,Unprovoked,REUNION,d’Étang-Salé,Ravine Mula,Swimming,22,FATAL,Y,1,0
227,09-Feb-15,2015,Unprovoked,AUSTRALIA,New South Wales,Shelly Beach,Surfing,41,FATAL,Y,0,1
228,08-Feb-15,2015,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Byron Bay",Surfing,35,Laceration & puncture wounds to right flank & hip,N,0,1
229,05-Feb-15,2015,Unprovoked,AUSTRALIA,New South Wales,Mereweather Beach,Bodysurfing,0,5 minor puncture wounds to lower left leg,N,0,1
230,30-Jan-15,2015,Boat,AUSTRALIA,Queensland,"Nerang River, Surfer's  Paradise",Rowing,57,"No injury, shark's teeth scratched hull",N,0,1
231,27-Jan-15,2015,Provoked,USA,Hawaii,Lahaina,Shark fishing,20,Lacerations to calf by hooked shark PROVOKED INCIDENT,N,0,1
232,24-Jan-15,2015,Unprovoked,AUSTRALIA,New South Wales,Flat Rock,Surfing,0,"No injury, surfboard dented",N,0,1
233,19-Jan-15,2015,Boat,USA,Florida,Off Panama City,Fishing,0,No injury but shark bit trolling motor & rammed boat,N,0,1
234,19-Jan-15,2015,Invalid,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",Surfing & filming dolphins,0,Board snapped in two,N,1,0
235,17-Jan-15,2015,Boat,AUSTRALIA,New South Wales,Off Blacksmith Beach,Fishing,0,"Shark bumped boat, no injury to occupants",N,0,1
236,16-Jan-15,2015,Unprovoked,AUSTRALIA,New South Wales,"Mollymook Beach, Bannister Head",Filming,17,Bitten on hand & wrist,N,0,1
237,08-Jan-15,2015,Invalid,USA,Florida,NO DATA,Swimming after falling overboard,38,"During his 16-hour swim to shore, he was circled by a shark but it did not injure him",N,0,1
238,06-Jan-15,2015,Unprovoked,BAHAMAS,Abaco Islands,"Tahiti Beach, Elbow Cay",Snorkeling,34,Severe bite to right flank,N,1,0
239,03-Jan-15,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Chintsa East Beach,Surfing,15,"Lacerations to lower left leg, puncture wounds to sole of left foot",N,0,1
240,01-Jan-15,2015,Unprovoked,USA,Florida,"Windsor Beach, Indian River County",NO DATA,12,Leg bitten,N,0,1
241,29-Dec-14,2014,Unprovoked,AUSTRALIA,New South Wales,Bherwerre Beach,Surfing,0,Lacerations to both feet,N,0,0
242,29-Dec-14,2014,Unprovoked,AUSTRALIA,Western Australia,Three Stripes near Cheynes Beach,Spearfishing,17,FATAL,Y,0,1
243,28-Dec-14,2014,Sea Disaster,GREECE,NO DATA,33 nautical miles off Othonoi Island,NO DATA,0,"Of 9 bodies recovered, one was bitten by a shark",N,0,0
244,28-Dec-14,2014,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,Swimming,0,Minor cuts on feet,N,0,0
245,28-Dec-14,2014,Unprovoked,USA,California,"Montaña de Oro State Park, San Luis Obispo County ",Surfing,50,Injury to hip/leg,N,0,1
246,28-Dec-14,2014,Provoked,AUSTRALIA,Victoria,Paradise Beach,Fishing,0,Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT,N,0,1
247,Reported 23-Dec-2014,2014,Unprovoked,JAPAN,NO DATA,NO DATA,Diving / Filming,0,"No injury, shark snagged its teeth in diver's suit",N,0,1
248,15-Dec-14,2014,Unprovoked,AUSTRALIA,Queensland,Rudder Reef,Spearfishing,17,FATAL,Y,0,1
249,Reported 03-Dec-2014,2014,Provoked,SPAIN,Granada,Off Motril,Fishing for blue sharks,0,Glancing bite to wrist from netted shark PROVOKED INCIDENT,N,0,1
250,29-Nov-14,2014,Unprovoked,AUSTRALIA,Western Australia,"Pyramids Beach, Port Bouvard",Surfing,13,Minor injuries to right leg,N,0,1
251,20-Nov-14,2014,Provoked,MAURITIUS,Cargados Carajos Shoals (St. Brandon),NO DATA,Fishing,39,"FATAL, arm bitten by shark hauled on deck             PROVOKED INCIDENT",Y,0,1
252,19-Nov-14,2014,Boat,AUSTRALIA,Western Australia,Freo,Fishing,0,"Shark chasing fish bumped boat, no injury to occupants",N,0,1
253,16-Nov-14,2014,Unprovoked,USA,Florida,"Indian Harbor Beach, Brevard County",Surfing,44,Laceration to left hand,N,0,1
254,Reported 17-Nov-2014,2014,Boat,USA,California,"Franklin Point, San Mateo County",NO DATA,0,"Shark bumped boat, no injury to occupants",N,0,0
255,13-Nov-14,2014,Unprovoked,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Snorkeling,53,Laceration to left upper leg,N,0,1
256,10-Nov-14,2014,Unprovoked,AUSTRALIA,New South Wales,Moonee Beach,Surfing,0,Minor injury to lower leg and foot,N,0,1
257,08-Nov-14,2014,Unprovoked,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Surfing,18,Minor injuries to hand & arm ,N,0,1
258,31-Oct-14,2014,Unprovoked,USA,Hawaii,"North Kohala, Hawaii County",Surfing,34,Lacerations to fingers,N,1,0
259,29-Oct-14,2014,Provoked,AUSTRALIA,New South Wales,Wallabi Point,Surfing,20,Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT,N,0,1
260,22-Oct-14,2014,Unprovoked,USA,Hawaii,"Kihei, Maui",Stand-Up Paddleboarding,0,"No injury, paddleboard bitten",N,1,0
261,20-Oct-14,2014,Unprovoked,USA,Hawaii,"Kahului, Maui",Stand-Up Paddleboarding,0,"No injury, paddleboard bitten",N,0,1
262,19-Oct-14,2014,Boat,USA,California,"Leadbetter Beach, Santa Barbara County",Canoeing,0,"No injury to occupant, canoe bitten",N,1,0
263,18-Oct-14,2014,Unprovoked,USA,Hawaii,"Maalaea, South Maui",Surfing,0,"No injury, surfboard bitten",N,0,1
264,17-Oct-14,2014,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Surfing,13,"Lacerations to left calf & ankle, puncture wounds to left foot",N,1,0
265,14-Oct-14,2014,Unprovoked,USA,South Carolina,"Hilton Head Island, Beaufort County",Standing in inner tube,7,Lacerations to left foot,N,1,0
266,12-Oct-14,2014,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Body surfing or Boogie boarding,0,Laceration to right hand/wrist,N,1,0
267,07-Oct-14,2014,Unprovoked,USA,Florida,"Cherie Down Park, Brevard County",Fishing,40,Thigh bitten,N,1,0
268,11-Oct-14,2014,Boat,AUSTRALIA,Western Australia,"Castle Rock, north of Dunsborough",Kayaking,0,"Kayak deflated, no injury to occupants",N,0,1
269,05-Oct-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,29,Foot bitten,N,0,1
270,05-Oct-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,15,Foot bitten,N,0,1
271,03-Oct-14,2014,Boat,USA,California,Santa Barbara County,Kayaking,0,"No injury to occupant, shark/s holded  kayak",N,0,1
272,03-Oct-14,2014,Boat,USA,California,Santa Barbara County,Kayaking ,0,"No injury to occupant, shark/s holded  kayak",N,0,1
273,02-Oct-14,2014,Unprovoked,USA,California,"Walls Beach, Vandenberg AFB, Santa Barbara County",Surfing,28,Lacerations to knee,N,0,1
274,02-Oct-14,2014,Unprovoked,AUSTRALIA,Western Australia,"Kelpids Beach, Wylie Bay, Esperance",Surfing,23,"Left arm & right hand severed, lacerations to both legs",N,0,1
275,21-Sep-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0,Minor injury to left foot,N,0,1
276,Reported 12-Sep-2014,2014,Unprovoked,FRENCH POLYNESIA,Moorea,Tiahura Lagoon,Feeding fish,36,Thumb & finger nipped,N,1,0
277,13-Sep-14,2014,Invalid,USA,California,"Manresa State Beach, Santa Cruz County",Surfing,0,"A hoax, no shark involvement",N,0,1
278,09-Sep-14,2014,Unprovoked,AUSTRALIA,New South Wales,"Clarkes Beach, Byron Bay",Swimming,50,FATAL,Y,0,1
279,06-Sep-14,2014,Unprovoked,USA,Alabama,"Katrina Cut, Dauphin Island, Mobile County",Fishing ,43,Leg bitten,N,0,1
280,03-Sep-14,2014,Unprovoked,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County",Kayaking ,0,"No injury, shark bit kayak",N,1,0
281,02-Sep-14,2014,Provoked,USA,Florida,"Fletcher Beach, Hutchinson Island, Martin County",Fishing,52,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,N,0,1
282,Sep-14,2014,Unprovoked,SPAIN,Catalonia,Salou,Playing with an air mattress,16,Lacerations to right hand,N,0,1
283,31-Aug-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body surfing,13,Injury to left calf,N,1,0
284,29-Aug-14,2014,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,17,Lacerations to shin,N,0,1
285,29-Aug-14,2014,Invalid,USA,Florida,"Atlantic Beach, Duval County",NO DATA,0,Shark involvement not confirmed,N,0,0
286,28-Aug-14,2014,Provoked,USA,Maryland,Assateague National Seashore,Fishing,33,Lacerations to foot by hooked shark PROVOKED INCIDENT,N,0,1
287,27-Aug-14,2014,Unprovoked,SPAIN,Alicante,Benidorm,Swimming,0,Minor lacerations to posterior lower leg,N,1,0
288,27-Aug-14,2014,Unprovoked,USA,North Carolina,"Figure Eight Island,  New Hanover County",Surfing,29,Laceration to left hand,N,0,1
289,27-Aug-14,2014,Unprovoked,USA,South Carolina,"Surfside Beach, Horry  County",Standing,0,Heel bitten,N,1,0
290,Reported 25-Aug-2014,2014,Provoked,USA,Florida,Apalachicola Bay ,Fishing for sharks,0,Lacerations to forearm from hooked shark PROVOKED INCIDENT,N,0,1
291,24-Aug-14,2014,Unprovoked,USA,North Carolina,"Off Masonboro Island, New Hanover County",Kite boarding,0,Laceration to left foot,N,0,0
292,16-Aug-14,2014,Unprovoked,AUSTRALIA,Western Australia,Gnaraloo,Spearfishing,31,Lacerations to face and neck,N,0,1
293,12-Aug-14,2014,Unprovoked,USA,Florida,"3 to 4 miles west of Indian Pass, Gulf County",Standing,0,Puncture wounds and lacerations to left thigh and knee,N,0,1
294,10-Aug-14,2014,Unprovoked,USA,Florida,"Hallandale Beach, Broward County",NO DATA,26,Puncture wounds & lacerations to foot,N,0,1
295,09-Aug-14,2014,Unprovoked,BAHAMAS,NO DATA,NO DATA,Spearfishing,0,Puncture wounds to right foot and ankle,N,0,1
296,09-Aug-14,2014,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Swimming,10,Puncture wounds to right foot & ankle,N,1,0
297,08-Aug-14,2014,Unprovoked,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",Swimming,7,Minor lacerations to left heel and big toe,N,0,1
298,06-Aug-14,2014,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Boogie boarding,10,Lacerations to right leg & foot,N,0,1
299,05-Aug-14,2014,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,45,Lacerations to  foot,N,1,0
300,02-Aug-14,2014,Unprovoked,USA,Florida,"South of Cocoa Beach, Brevard County",Surfing,0,Foot bitten,N,0,1
301,02-Aug-14,2014,Unprovoked,USA,Florida,"Table Beach, Brevard County",Boogie boarding,8,Laceration to ankle,N,0,1
302,01-Aug-14,2014,Unprovoked,SOUTH AFRICA,Western Cape Province,Muizenberg,Surfing,20,Lower limbs & thigh bitten,N,0,1
303,Aug-14,2014,Invalid,NO DATA,NO DATA,NO DATA,Sea disaster,0,Shark involvement prior to death not confirmed,Y,0,1
304,27-Jul-14,2014,Unprovoked,USA,North Carolina,"Sunset Beach, Brunswick County",Swimming,0,Left foot bitten,N,0,1
305,22-Jul-14,2014,Unprovoked,REUNION,Saint-Leu,NO DATA,Surfing,51,Lacerations to right wrist & calf,N,0,1
306,21-Jul-14,2014,Unprovoked,USA,Florida,"Indialantic, Brevard County",Standing,8,Lacerations to right knee,N,0,1
307,20-Jul-14,2014,Unprovoked,SPAIN,Canary Islands,"Teresita, Santa Cruz, Tenerife",Wading,0,Minor injury,N,0,0
308,16-Jul-14,2014,Unprovoked,USA,Hawaii,"Paia Bay, Maui",Swimming,61,Lacerations to left foot,N,0,1
309,14-Jul-14,2014,Unprovoked,USA,Florida,Okaloosa Island,Swimming,39,Puncture wounds to foot,N,0,1
310,13-Jul-14,2014,Invalid,BAHAMAS,West End,Tiger Beach,Shark diving,63,"Missing after a dive, shark involvement considered probable, but not confirmed",Y,0,1
311,12-Jul-14,2014,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County",Body surfing,0,Lacerations to hand and wrist,N,0,1
312,09-Jul-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,14,Lacerations to foot,N,0,1
313,05-Jul-14,2014,Provoked,USA,California,"Manhattan Beach, Los Angeles County",Swimming,0,PROVOKED INCIDENT Torso bitten by shark hooked by an angler,N,0,1
314,05-Jul-14,2014,Unprovoked,USA,California,"Oceano Dunes State Beach, San Luis Obispo County",Surfing,0,"No injury, surboard bitten",N,0,1
315,03-Jul-14,2014,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Body surfing,19,Right hand bitten,N,0,1
316,Reported 27-Jun-2014,2014,Boat,ST. MARTIN,NO DATA,20 miles from shore,Transatlantic Rowing,48,His boat was holed by a shark,N,0,1
317,25-Jun-14,2014,Unprovoked,BAHAMAS,Abaco Islands,NO DATA,Spearfishing,42,No injury but shark took his pole spear,N,0,1
318,18-Jun-14,2014,Unprovoked,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Surfing,0,"No injury, surfboard 'attacked'",N,0,1
319,18-Jun-14,2014,Unprovoked,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Body boarding,15,Lacerations to knee,N,0,1
320,Reported 17-Jun-2014,2014,Provoked,AUSTRALIA,Western Australia,Horizontal Falls,Petting a shark,0,Lacerations to right hand by captive shark PROVOKED INCIDENT,N,0,1
321,09-Jun-14,2014,Unprovoked,BRAZIL,NO DATA,500 km off the coast of Pernambuco,Fishing,43,Severe injury to arm,N,0,1
322,09-Jun-14,2014,Unprovoked,USA,Delaware,"Cape Henlopen State Park, Sussex County",Standing,16,"Abrasion to right hand, lacerations to left forearm",N,0,1
323,09-Jun-14,2014,Unprovoked,AUSTRALIA,South Australia,"Parsons Beach,  Fleurieu Peninsula",Body boarding,39,Minor injury to torso,N,0,1
324,08-Jun-14,2014,Unprovoked,JAPAN,Atsumi peninsula,Aichi,Surfing,43,Left arm bitten,N,0,1
325,07-Jun-14,2014,Unprovoked,USA,Texas,"West Beach, Galveston",Kneeling in the water,14,Shallow lacerations & puncture wounds below shoulder,N,1,0
326,01-Jun-14,2014,Unprovoked,USA,Florida,Fort Lauderdale,Swimming,22,Laceration to right lower leg,N,1,0
327,01-Jun-14,2014,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,0,Lacerations & puncture wounds to ankle and foot,N,0,1
328,01-Jun-14,2014,Unprovoked,USA,Palmyra Atoll,NO DATA,Tagging sharks,37,Laceration to left hand,N,1,0
329,24-May-14,2014,Unprovoked,AUSTRALIA,Queensland,Nerang River near Chevron Island,Fell into the water,29,Lacerations to legs,N,1,0
330,23-May-14,2014,Unprovoked,FRANCE,Wallis and Futuna,Wallis Island,Scuba diving,0,Lacerations to left thigh and hip,N,0,1
331,22-May-14,2014,Provoked,AUSTRALIA,New South Wales,The Australian Shark and Ray Centre,Teasing a shark,10,Cut to tip of finger by a captive shark PROVOKED INCIDENT,N,0,1
332,20-Nov-15,2015,Unprovoked,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Snorkeling,55,Lacerations to left calf,N,0,1
333,15-May-14,2014,Unprovoked,USA,Florida,"Juan Ponce de León Landing, Melbourne Beach, Brevard County",Body boarding,38,Calf bitten,N,1,0
334,14-May-14,2014,Unprovoked,AUSTRALIA,South Australia,"Elliston, Eyre Peninsula",Surfing,35,"No injury, but surfboard severely damaged",N,0,1
335,13-May-14,2014,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Wading,44,Lacerations and puncture wounds to right foot,N,1,0
336,11-May-14,2014,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Surfing,12,Puncture wounds to right thigh,N,0,1
337,Reported 10-May-2014,2014,Invalid,USA,Florida,"Bethel Shoals, Indian River County",Diving,0,"No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear",N,0,1
338,06-May-14,2014,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,40,Lacerations to left foot,N,1,0
339,01-May-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,23,Laceration to right hand and cuts on fingertips,N,0,1
340,24-Apr-14,2014,Unprovoked,AUSTRALIA,Western Australia,"South Passage, south of Coral Bay",Spearfishing,0,Minor injury,N,0,1
341,22-Apr-14,2014,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,42,Laceration & puncture wounds to right foot,N,0,0
342,15-Apr-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,25,Minor lacerations to left foot,N,0,1
343,Reported 12-Apr-2014,2014,Boat,SOUTH AFRICA,NO DATA,NO DATA,Shark watching,0,"No injury to occupants, shark bit pontoon",N,0,0
344,12-Apr-14,2014,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Fishing,0,Lacerations to leg & hand by hooked shark PROVOKED INCIDENT,N,0,1
345,04-Apr-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0,Minor puncture wounds to lower left leg,N,0,1
346,04-Apr-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0,Lacerations to foot,N,0,1
347,03-Apr-14,2014,Unprovoked,AUSTRALIA,New South Wales,Tathra,Swimming,63,FATAL,Y,1,0
348,29-Mar-14,2014,Invalid,AUSTRALIA,Western Australia,Off Dawesville Cut,Diving for lobsters,38,Shark bites may have been post mortem,Y,0,1
349,22-Mar-14,2014,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St Johns",Swimming,66,FATAL,Y,0,1
350,22-Mar-14,2014,Unprovoked,USA,Florida,Delray Beach,Kite Surfing,0,Lacerations to left forearm,N,0,1
351,21-Mar-14,2014,Unprovoked,USA,Florida,Macarthur State Park,Surfing,9,Lacerations to toes and heel of right foot,N,0,1
352,18-Mar-14,2014,Unprovoked,NEW CALEDONIA,Baie de Sainte-Marie,NO DATA,Kite Surfing,42,Lacerations to calf,N,0,1
353,18-Mar-14,2014,Unprovoked,AUSTRALIA,Victoria,Winkipop Beach,Surfing,42,Shark leapt onto surfboard; surfer uninjured ,N,0,1
354,13-Mar-14,2014,Invalid,CAYMAN ISLANDS,NO DATA,NO DATA,Scuba diving / culling lionfish,0,"Caribbean reef shark buzzed him. No injury, no attack. ",N,0,1
