,Year,Date,Type,Injury,Fatal (Y/N)
392,2013,06-Oct-13,Unprovoked,Laceration to thigh,N
393,2013,10-Oct-13,Unprovoked,Lacerations to  right forearm,N
394,2013,29-Sep-13,Unprovoked,Lacerations to hand,N
395,2013,29-Sep-13,Provoked,Hand bitten PROVOKED INCIDENT,N
396,2013, 25-Sep-2013,Unprovoked,Laceration and puncture wounds to ankle,N
397,2013, 21-Sep-2013,Unprovoked,Lacerations to right foot,N
398,2013, 21-Sep-2013,Unprovoked,Lacerations to left foream,N
399,2013, 14-Sep-2013,Unprovoked,Lacerations to right foot,N
400,2013, 12-Sep-2013,Unprovoked,Heel bitten,N
401,2013,08-Sep-13,Unprovoked,No details,UNKNOWN
402,2013, 07-Sep-2013,Provoked,Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT,N
403,2013, 07-Sep-2013,Unprovoked,"Minor injury, shin bitten",N
404,2013, 02-Sep-2013,Unprovoked,Shoulder bitten,N
405,2013, 01-Sep-2013,Provoked,Arm bitten by captive shark PROVOKED INCIDENT,N
406,2013, 01-Sep-2013,Unprovoked,Leg injured,N
407,2013, 01-Sep-2013,Unprovoked,Lacerations to left calf,N
408,2013,31-Aug-13,Unprovoked,Lower left leg bitten,N
409,2013,31-Aug-13,Unprovoked,Foot bitten,N
410,2013,29-Aug-13,Invalid,"Puncture wound to torso. Reported as a bite by a leopard shark, the tooth fragment appears to be that of a bony fish",N
411,2013,26-Aug-13,Provoked,Laceration to right arm from hooked shark  PROVOKED INCIDENT,N
412,2013, 25-Aug-2013,Unprovoked,Minor injury to left lower leg & heel,N
413,2013, 25-Aug-2013,Unprovoked,Lacerations to left forearm,N
414,2013, 18-Aug-2013,Unprovoked,Lacerations to buttocks & thigh,N
415,2013,17-Aug-13,Unprovoked,"No injury, shark bumped surfboard",N
416,2013, 14-Aug-2013,Unprovoked,FATAL,Y
417,2013, 13-Aug-2013,Unprovoked,No injury & not on board. Board adrift when bitten by shark,N
418,2013,11-Aug-13,Unprovoked,"No injury, shark became entangled in his surfboard leash",N
419,2013,Reported 08-Aug-2013,Unprovoked,"Unknown, but survived",N
420,2013, 05-Aug-2013,Unprovoked,Minor injury to foot & shin,N
421,2013,  31-Jul-2013,Unprovoked,"Lacerations to hand, face and torso",N
422,2013,  30-Jul-2013,Unprovoked,Foot bitten,N
423,2013,28-Jul-13,Unprovoked,Leg bitten,N
424,2013,  29-Jul-2013,Unprovoked,Hip bitten,N
425,2013,  29-Jul-2013,Unprovoked,Lower leg bitten,N
426,2013,28-Jul-13,Unprovoked,Bitten on left hand,N
427,2013,28-Jul-13,Unprovoked,Bitten on rear lower extremities,N
428,2013,    22-Jul-2013,Unprovoked,FATAL,Y
429,2013,19-Jul-13,Unprovoked,Lacerations and abrasions to foot and ankle,N
430,2013,Reported 17-Jul-2013,Unprovoked,4 cuts to posterior calf,N
431,2013,15-Jul-13,Unprovoked,FATAL,Y
432,2013,14-Jul-13,Unprovoked,FATAL,Y
433,2013,11-Jul-13,Unprovoked,Right foot bitten,N
434,2013,07-Jul-13,Invalid,"Scrape to right forearm. Frennet says inflicted by a blue shark, but authorities question shark involvement",N
435,2013,02-Jul-13,Unprovoked,"No injury, holes in wetsuit ",N
436,2013,30-Jun-13,Unprovoked,Right thigh bitten,N
437,2013,27-Jun-13,Invalid,Probable drowning with post-mortem bites,Y
438,2013,25-Jun-13,Unprovoked,"No injury, kayak scratched",N
439,2013,25-Jun-13,Unprovoked,Lacerations to left foot,N
440,2013,25-Jun-13,Unprovoked,"Bitten on lower right leg, reported as a minor injury",N
441,2013,18-Jun-13,Unprovoked,Right thigh & calf bitten,N
442,2013,17-Jun-13,Unprovoked,Left leg & hand bitten,N
443,2013,16-Jun-13,Unprovoked,Lacerations to knee,N
444,2013,15-Jun-13,Unprovoked,Lacerations to left ankle,N
445,2013,Reported 14-Jun-2013,Unprovoked,Puncture marks to hand,N
446,2013,06-Jun-13,Provoked,Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT,N
447,2013,06-Jun-13,Unprovoked,"No injury, board damaged",N
448,2013,27-May-13,Unprovoked,Lacerations to right hand,N
449,2013,27-May-13,Unprovoked,Right foot bitten,N
450,2013,23-May-13,Unprovoked,FATAL,Y
451,2013,23-May-13,Provoked,Two fingers lost PROVOKED INCIDENT,N
452,2013,14-May-14,Unprovoked,Superficial injury to left calf,N
453,2013,08-May-13,Invalid,Shark bites were post-mortem,Y
454,2013,08-May-13,Unprovoked,FATAL,Y
455,2013,04-May-13,Unprovoked,Lacerations to left foot and ankle,N
456,2013,28-Apr-13,Provoked,Foot bitten by landed shark PROVOKED INCIDENT,N
457,2013,24-Apr-13,Unprovoked,Avulsion injury  to lower right leg,N
458,2013,21-Apr-13,Unprovoked,Puncture wounds and lacerations to both legs,N
459,2013,17-Apr-13,Unprovoked,Lacerations to right foot,N
460,2013,14-Apr-13,Unprovoked,"""Light scratch on hand/wrist area""",N
461,2013,13-Apr-13,Unprovoked,Minor lacerations to right hand,N
462,2013,13-Apr-13,Unprovoked,FATAL,Y
463,2013,10-Apr-13,Unprovoked,"Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds",N
464,2013,04-Apr-13,Unprovoked,Lacerations to hand,N
465,2013,Reported 02-Apr-2013,Invalid,Disappeared. No evidence that he was taken by a shark,Y
466,2013,02-Apr-13,Unprovoked,Right thigh bitten,N
467,2013,31-Mar-13,Invalid,Never happened; it was a  hoax,N
468,2013,29-Mar-13,Unprovoked,Lacerations to left foot,N
469,2013,Reported 21-Mar-2013,Unprovoked,Toe injured,N
470,2013,21-Mar-13,Unprovoked,Left foot bitten,N
471,2013,16-Mar-13,Provoked,Lacerations to left calf and heel from hooked shark PROVOKED INCIDENT,N
472,2013,16-Mar-13,Unprovoked,"No injury, surfboard bitten",N
473,2013,12-Mar-13,Unprovoked,FATAL,Y
474,2013,10-Mar-13,Unprovoked,Laceration to left hand,N
475,2013,10-Mar-13,Unprovoked,Minor leg injuries,N
476,2013,03-Mar-13,Unprovoked,Injuries to arms & hands,N
477,2013,27-Feb-13,Unprovoked,FATAL,Y
478,2013,21-Feb-13,Unprovoked,Lacerations to right leg,N
479,2013,21-Feb-13,Unprovoked,"No injury, shark bit rail of foam board",N
480,2013,10-Feb-13,Unprovoked,Lacerations to right hand,N
481,2013,09-Feb-13,Unprovoked,Lacerations to right arm & thigh,N
482,2013,01-Feb-13,Unprovoked,Knee bitten,N
483,2013,26-Jan-13,Boat,"No injury to occupants, shark bit propeller",N
484,2013,25-Jan-13,Unprovoked,Lacerations to neck,N
485,2013,Reported 21-Jan-2013,Invalid,"No injury, a 3 m blue shark merely snapped at the man.",N
486,2013,16-Jan-13,Unprovoked,Left forearm bitten ,N
487,2013,13-Jan-13,Unprovoked,Minor cut on finger,N
488,2013,05-Jan-13,Unprovoked,Calf & shin bitten ,N
489,2012,31-Dec-12,Unprovoked,Lower leg or ankle bitten,N
490,2012,30-Dec-12,Unprovoked,"No injury, chunk missing from surfboard",N
491,2012,28-Dec-12,Unprovoked,Lacerations to thigh and hand,N
492,2012,25-Dec-12,Unprovoked,FATAL,Y
493,2012,19-Dec-12,Unprovoked,No injury,N
494,2012,05-Dec-12,Unprovoked,Lacerations to left foot,N
495,2012,02-Dec-12,Unprovoked,Minor puncture wounds to knee,N
496,2012,Dec-12,Unprovoked,"No injury, shark grabbed hood",N
497,2012,30-Nov-12,Unprovoked,Lacerations to thigh & lower left leg,N
498,2012,27-Nov-12,Invalid,"Injury to ankle caused  by a stingray, not a shark",N
499,2012,22-Nov-12,Unprovoked,FATAL,Y
500,2012,19-Nov-12,Unprovoked,Minor lacerations to left foot & heel,N
501,2012,04-Nov-12,Unprovoked,Right lower leg and foot bitten,N
502,2012,04-Nov-12,Unprovoked,"No injury, surfboard bitten",N
503,2012,30-Oct-12,Unprovoked,Multiple lacerations to torso,N
504,2012,27-Oct-12,Unprovoked,"Puncture wounds to thigh, defense wounds  to hand",N
505,2012,23-Oct-12,Unprovoked,FATAL,Y
506,2012,19-Oct-12,Unprovoked,Left calf bitten,N
507,2012,18-Oct-12,Unprovoked,Minor bite to ankle,N
508,2012,18-Oct-12,Unprovoked,"No injury, board bitten",N
509,2012,16-Oct-12,Invalid,Laceration to toe,N
510,2012,Reported 11-Oct-2012,Unprovoked,Laceration to right leg,N
511,2012,10-Oct-12,Unprovoked,"No ijnury to boardrider, shark struck board breaking the mast",N
512,2012,02-Oct-12,Unprovoked,"No injury, but swim fin bitten & torn",N
513,2012,25-Sep-12,Unprovoked,Lacerations to left forearm,N
514,2012,24-Sep-12,Unprovoked,Left foot bitten,N
515,2012,16-Sep-12,Unprovoked,Foot bitten,N
516,2012,10-Sep-12,Unprovoked,Injuries to thighs & buttocks,N
517,2012,09-Sep-12,Unprovoked,Minor injury to elbow,N
518,2012,08-Sep-12,Unprovoked,Right foot bitten,N
519,2012,08-Sep-12,Unprovoked,Lacerations to right calf,N
520,2012,06-Sep-12,Unprovoked,Right calf bitten,N
521,2012,06-Sep-12,Unprovoked,Lacerations to foot,N
522,2012,04-Sep-12,Unprovoked,Puncture wounds to hand,N
523,2012,02-Sep-12,Unprovoked,Puncture wounds to calf and hand,N
524,2012,02-Sep-12,Provoked,Minor laceration to hand  PROVOKED INCIDENT,N
525,2012,02-Sep-12,Unprovoked,Puncture wound to left ankle,N
526,2012,31-Aug-12,Provoked,"No injury, shoe bitten by hooked and landed shark PROVOKED INCIDENT",N
527,2012,28-Aug-12,Unprovoked,Lacerations to torso and arm,N
528,2012,26-Aug-12,Unprovoked,FATAL,Y
529,2012,15-Aug-12,Unprovoked,Lacerations to leg,N
530,2012,11-Aug-12,Boat,"No injury, shark grabbed outboard motor",N
531,2012,08-Aug-12,Unprovoked,Lacerations to little finger of left hand,N
532,2012,06-Aug-12,Unprovoked,Right hand and foot severed,N
533,2012,04-Aug-12,Unprovoked,Shoulder bitten,N
534,2012,31-Jul-12,Unprovoked,"No injury, surfer knocked off board when shark struck surfboard",N
535,2012,31-Jul-12,Unprovoked,Lacerations to torso & arm,N
536,2012,30-Jul-12,Unprovoked,Left foot bitten,N
537,2012,30-Jul-12,Unprovoked,Lacerations to both legs below the knees,N
538,2012,24-Jul-12,Invalid,Shark involvement unconfirmed,N
539,2012,23-Jul-12,Unprovoked,FATAL,Y
540,2012,21-Jul-12,Invalid,Probable drowning with post-mortem bite,Y
541,2012,19-Jul-12,Invalid,"Lacerations to 2 fingers, but shark involvement unconfirmed",N
542,2012,14-Jul-12,Unprovoked,FATAL,Y
543,2012,08-Jul-12,Unprovoked,Lacerations to right ankle and calf,N
544,2012,07-Jul-12,Unprovoked,Lacerations to right leg,N
545,2012,07-Jul-12,Invalid,Cause of death was drowning & preceded shark involvement,Y
546,2012,07-Jul-12,Unprovoked,"No injury, kayak bitten",N
547,2012,06-Jul-12,Unprovoked,Lacerattions to left thigh & knee,N
548,2012,Reported 28-Jun-2012,Invalid,"Leg struck. Initally reported as a shark attack, but involved a swordfish",N
549,2012,26-Jun-12,Unprovoked,Thigh bitten,N
550,2012,26-Jun-12,Unprovoked,Nip to left foot,N
551,2012,26-Jun-12,Unprovoked,Laceration to left calf,N
552,2012,22-Jun-12,Unprovoked,"Knocked off board, shark bit nose off surfboard",N
553,2012,22-Jun-12,Unprovoked,Minor injury,N
554,2012,20-Jun-12,Unprovoked,"No injury, ski severely damaged",N
555,2012,19-Jun-12,Invalid,"Laceration to foot. Injured by a stingray, not a shark",N
556,2012,18-Jun-12,Unprovoked,Numerous puncture wounds to leg ,N
557,2012,15-Jun-12,Provoked,Superficial injury to calf by hooked shark PROVOKED ACCIDENT,N
558,2012,14-Jun-12,Unprovoked,Foot & hand bitten,N
559,2012,14-Jun-12,Unprovoked,Minor injury,N
560,2012,14-Jun-12,Unprovoked,Calf bitten,N
561,2012,14-Jun-12,Unprovoked,Laceration to right foot,N
562,2012,12-Jun-12,Unprovoked,Laceration to right foot,N
563,2012,10-Jun-12,Provoked,Lower left leg injured PROVOKED ACCIDENT,N
564,2012,03-Jun-12,Unprovoked,"No injury, ski bitten",N
565,2012,02-Jun-12,Unprovoked,Laceration to thigh,N
566,2012,02-Jun-12,Unprovoked,Severe laceration to foot,N
567,2012,31-May-12,Unprovoked,Foot bitten,N
568,2012,29-May-12,Unprovoked,Left hand severed,N
569,2012,23-May-12,Unprovoked,Lacerations to foot,N
570,2012,20-May-12,Unprovoked,"No injury, teethmarks in kayak",N
571,2012,16-May-12,Unprovoked,Lacerations to head,N
572,2012,12-May-12,Unprovoked,"No injury, kayaker fell in the water when kayak bitten by a shark",N
573,2012,09-May-12,Unprovoked,Upper left thigh bitten,N
574,2012,06-May-12,Unprovoked,"No injury, shark bit paddleboard",N
575,2012,19-Apr-12,Unprovoked,Lacerations to hand,N
576,2012,19-Apr-12,Unprovoked,FATAL,Y
577,2012,11-Apr-12,Unprovoked,Minor wound to his thigh when shark bit kayak,N
578,2012,03-Apr-12,Unprovoked,Lacerations to left foot,N
579,2012,Apr-13,Unprovoked,Right shin bitten,N
580,2012,31-Mar-12,Unprovoked,FATAL,Y
581,2012,24-Mar-12,Unprovoked,Minor lacerations to foot,N
582,2012,22-Mar-12,Boat,"No injury to occupants. Shark bit propelle, rope & crayfish float",N
583,2012,20-Mar-12,Unprovoked,Lacerations to left calf,N
584,2012,15-Mar-12,Unprovoked,Left forearm bitten,N
585,2012,14-Mar-12,Unprovoked,Bitten on ankle,N
586,2012,14-Mar-12,Unprovoked,Bitten on calf,N
587,2012,06-Mar-12,Unprovoked,Lacerations to left calf,N
588,2012,06-Mar-12,Provoked,Superficial lacerations to right side of face PROVOKED ACCIDENT,N
589,2012,05-Mar-12,Unprovoked,"No injury, board bitten",N
590,2012,04-Mar-12,Unprovoked,Lacerations to left calf,N
591,2012,03-Mar-12,Invalid,Harassed by sharks but not injured by them,N
592,2012,01-Mar-12,Provoked,Hand injured PROVOKED INCIDENT,N
593,2012,26-Feb-12,Provoked,Laceration to right foot when he struck a shark PROVOKED INCIDENT,N
594,2012,25-Feb-12,Unprovoked,Laceration to left foot,N
595,2012,20-Feb-12,Boat,"No injury to occupants, boat damaged",N
596,2012,06-Feb-12,Unprovoked,"No injury, but fin lost from surfboard",N
597,2012,Reported 22-Jan-2012,Unprovoked,"No injury, shark grabbed his camera",N
598,2012,27-Jan-12,Unprovoked,"No injury, shark bit swim fin",N
599,2012,19-Jan-12,Unprovoked,Lacerations to right forearm,N
600,2012,18-Jan-12,Provoked,Bitten on left thigh     PROVOKED ACCIDENT,N
601,2012,18-Jan-12,Unprovoked,Lacerations to thigh,N
602,2012,15-Jan-12,Unprovoked,FATAL,Y
603,2012,13-Jan-12,Unprovoked,"No injury, surfboard damaged",N
604,2012,03-Jan-12,Unprovoked,Right forearm and wrist injured,N
605,2012,02-Jan-12,Unprovoked,"No injury, punctures to swim fin",N
606,2011,31-Dec-11,Unprovoked,Hand injured,N
607,2011,Reported 26-Dec-2011,Invalid,Bitten on right hand & wrist,N
608,2011,25-Dec-11,Unprovoked,Lacerations to left thigh and calf,N
609,2011,23-Dec-11,Unprovoked,Laceration to ankle,N
610,2011,21-Dec-11,Provoked,"No injury, after kayak collided with the shark, it bit the rudder  PROVOKED INCIDENT",N
611,2011,21-Dec-11,Unprovoked,No injury but kayak dented,N
612,2011,11-Dec-11,Unprovoked,5 puncture wounds to thigh,N
613,2011,07-Dec-11,Invalid,"No injury, ski damaged",N
614,2011,07-Dec-11,Unprovoked,Minor injuries to left leg ,N
615,2011,06-Dec-11,Unprovoked,Minor injury to calf ,N
616,2011,05-Dec-11,Invalid,Killed by a shark or crocodile.,Y
617,2011,02-Dec-11,Unprovoked,Torn shoulder ligament as result of collision with shark,N
618,2011,29-Nov-11,Unprovoked,Lacerations to right hand,N
619,2011,28-Nov-11,Unprovoked,Puncture marks to foot,N
620,2011,22-Nov-11,Unprovoked,"No injury, kayak bitten",N
621,2011,Reported 20-Nov-2011,Unprovoked,"No injury, shark collided with diver",N
622,2011,12-Nov-11,Unprovoked,Legs bitten,N
623,2011,11-Nov-11,Unprovoked,Left foot bitten,N
624,2011,  29-Oct-2011,Unprovoked,"Lacerations to right wrist, foream & neck",N
625,2011,Reported 28-Oct-2011,Unprovoked,"No injury, shark bumped leg & board. ",N
626,2011,  29-Oct-2011,Provoked,Arm bitten by captive shark PROVOKED INCIDENT,N
627,2011,22-Oct-11,Unprovoked,FATAL,Y
628,2011,20-Oct-11,Unprovoked,"No injury, shark bit surfboard",N
629,2011,19-Oct-11,Unprovoked,Small bruise to calf,N
630,2011,11-Oct-11,Unprovoked,Foot bitten,N
631,2011,10-Oct-11,Unprovoked,No injury,N
632,2011,09-Oct-11,Unprovoked,FATAL,Y
633,2011,05-Oct-11,Boat,No injury to occupant,N
634,2011,02-Oct-11,Unprovoked,Minor injury to thigh,N
635,2011,01-Oct-11,Unprovoked,Lacerations to right wrist and middle finger,N
636,2011,30-Sep-11,Invalid,Lacerations to lower right leg ,N
637,2011,28-Sep-11,Provoked,Severe injuries to left arm PROVOKED INCIDENT,N
638,2011,28-Sep-11,Unprovoked,"Right leg severed, left leg lacerated",N
639,2011,24-Sep-11,Unprovoked,Laceration to left thigh,N
640,2011,24-Sep-11,Unprovoked,Laceration to left thigh,N
641,2011,20-Sep-11,Boat,"No injury, canoe bitten by shark",N
642,2011,19-Sep-11,Unprovoked,FATAL,Y
643,2011,17-Sep-11,Unprovoked,FATAL,Y
644,2011,16-Sep-11,Unprovoked,Lacerations to arm,N
645,2011,11-Sep-11,Unprovoked,"No injury, board bitten",N
646,2011,11-Sep-11,Unprovoked,Lacerations to right leg,N
647,2011,04-Sep-11,Unprovoked,"No injury, shark bit surfboard",N
648,2011,04-Sep-11,Unprovoked,FATAL,Y
649,2011,02-Sep-11,Unprovoked,Lacerations to ankle & foot,N
650,2011,31-Aug-11,Unprovoked,Lacerations to lower leg,N
651,2011,28-Aug-11,Invalid,FATAL,Y
652,2011,28-Aug-11,Unprovoked,"Lacerations to anterior left shin, abrasion to posteior right leg",N
653,2011,26-Aug-11,Unprovoked,Superficial laceration to shoulder,N
654,2011,24-Aug-11,Unprovoked,Lacerations to foot,N
655,2011,24-Aug-11,Unprovoked,Heel bitten,N
656,2011,23-Aug-11,Unprovoked,FATAL,Y
657,2011,18-Aug-11,Unprovoked,"Lacerations to hip, thigh and knee",N
658,2011,17-Aug-11,Unprovoked,Lacerations to foot,N
659,2011,17-Aug-11,Invalid,Abrasions to left hand,N
660,2011,17-Aug-11,Unprovoked,Hands severed,N
661,2011,16-Aug-11,Unprovoked,"No injury, board bitten",N
662,2011,16-Aug--2011,Unprovoked,Lacerations to  lower right leg and foot,N
663,2011,16-Aug-11,Unprovoked,FATAL,Y
664,2011,15-Aug-11,Invalid,Puncture wounds to foot,N
665,2011,11-Aug--2011,Unprovoked,Lower right leg bitten,N
666,2011,01-Aug-11,Unprovoked,FATAL,Y
667,2011,31-Jul-11,Invalid,Cause of death may have been drowning; remains scavenged by sharks,Y
668,2011,30-Jul-11,Sea Disaster,The two Malabagos were bitten by sharks but survived. The other occupants of the boat  were rescued.,N
669,2011,25-Jul-11,Unprovoked,"No injury, shark bit boot",N
670,2011,22-Jul-11,Unprovoked,Upper left arm & right leg bitten,N
671,2011,19-Jul-11,Unprovoked,Lower right leg & foot bitten,N
672,2011,15-Jul-11,Unprovoked,No injury,N
673,2011,13-Jul-11,Unprovoked,Lacerations to left foot,N
674,2011,13-Jul-11,Unprovoked,Injuries to arm,N
675,2011,07-Jul-11,Unprovoked,Foot bitten,N
676,2011,07-Jul-11,Unprovoked,Lacerations to right foot,N
677,2011,06-Jul-11,Unprovoked,Minor injuries: scratches on nose & ankle. Board broken in two,N
678,2011,05-Jul-11,Unprovoked,"Right arm bitten, defense wounds to left hand",N
679,2011,30-Jun-11,Unprovoked,Lacerations to left shoulder and back,N
680,2011,29-Jun-11,Unprovoked,Lacerations to right thigh,N
681,2011,28-Jun-11,Unprovoked,Lacerations to left leg and hands,N
682,2011,26-Jun-08,Unprovoked,Ankle bitten,N
683,2011,24-Jun-11,Unprovoked,Shark leapt onto surfboard; surfer uninjured ,N
684,2011,21-Jun-11,Unprovoked,Lacerations to foot and ankle,N
685,2011,19-Jun-11,Unprovoked,Right calf bitten,N
686,2011,19-Jun-11,Unprovoked,FATAL,Y
687,2011,15-Jun-11,Unprovoked,FATAL,Y
688,2011,Reported 14-Jun-2011,Boat,"No injury, shark slammed into boat",N
689,2011,12-Jun-11,Unprovoked,Lacerations to right calf,N
690,2011,Reported 06-Jun-2011,Unprovoked,Injuries to right hand and forearm,N
691,2011,06-Jun-11,Unprovoked,"No injury, minor damage to wetsuit",N
692,2011,06-Jun-11,Unprovoked,Puncture wound to calf,N
693,2011,01-Jun-11,Unprovoked,Laceration to dorsum of right foot,N
694,2011,30-May-11,Unprovoked,Lacerations & punctures to right thigh ,N
695,2011,29-May-11,Unprovoked,"No injury, board bumped by shark",N
696,2011,25-May-11,Unprovoked,"No injury, board bitten",N
697,2011,22-May-11,Unprovoked,"No injury, board bitten",N
698,2011,21-May-11,Unprovoked,"Thigh bitten, FATAL",Y
699,2011,21-May-11,Unprovoked,"Thigh bitten, FATAL",Y
700,2011,13-May-11,Unprovoked,Lacerations to left foot & ankle,N
701,2011,13-May-11,Unprovoked,Minor injury; puncture wounds to calf,N
702,2011,10-May-11,Provoked,Laceration to arm by captive shark PROVOKED INCIDENT,N
703,2011,Reported 07-May-2011,Invalid,"Erroneously reported on several internet sites as a ""shark attack"", it was the shark 8', 300-kg mako shark that was attacked, not the fisherman",N
704,2011,04-May-11,Unprovoked,Calf bitten,N
705,2011,26-Apr-11,Unprovoked,Calf bitten,N
706,2011,23-Apr-11,Unprovoked,Heel bitten,N
707,2011,22-Apr-11,Unprovoked,Minor puncture wounds,N
708,2011,16-Apr-11,Unprovoked,Puncture to left hand,N
709,2011,13-Apr-11,Unprovoked,Lacerations to forearm,N
710,2011,08-Apr-11,Unprovoked,Minor injuries to left leg and hand,N
