,Outlier,userId_x,userId_y,CommentCount,DownVotes,Reputation,Score,UpVotes,ViewCount,Views,postId
3436,Reputation,5464,1036.0,1,1,384,9,8,0,62,5464
3443,Reputation,5471,2116.0,2,0,439,6,38,0,73,5471
3451,Reputation,5480,364.0,0,0,357,2,35,0,79,5480
3462,Reputation,5494,609.0,1,18,814,3,68,0,46,5494
3471,Reputation,5503,1307.0,4,0,437,3,177,246,63,5503
3476,Reputation,5509,930.0,6,7,1403,4,161,0,323,5509
3498,Reputation,5539,2028.0,0,0,267,2,16,0,34,5539
3501,Reputation,5544,2238.0,2,2,683,3,55,0,38,5544
3503,Reputation,5546,696.0,0,0,482,1,4,0,70,5546
3516,Reputation,5561,930.0,1,0,539,4,39,0,58,5561
3525,Reputation,5573,64.0,2,4,371,5,72,410,75,5573
3541,Reputation,5594,887.0,0,14,2091,3,2923,0,233,5594
3586,Reputation,5654,2473.0,2,0,421,8,1,879,96,5654
3617,Reputation,5696,,3,0,373,10,11,404,43,5696
3642,Reputation,5729,1808.0,2,5,414,2,15,0,67,5729
3650,Reputation,5739,2510.0,0,16,15236,1,705,0,2252,5739
3668,Reputation,5764,264.0,0,0,446,3,20,0,77,5764
3693,Reputation,5792,569.0,0,0,1053,3,0,758,166,5792
3694,Reputation,5793,930.0,3,0,281,4,3,0,36,5793
3695,Reputation,5795,1808.0,1,0,452,1,152,0,58,5795
3717,Reputation,5829,11954.0,0,4,2452,0,242,0,199,5829
3719,Reputation,5832,449.0,0,0,477,4,4,0,65,5832
3723,Reputation,5836,2443.0,5,18,11489,7,683,636,1319,5836
3724,Reputation,5837,279.0,1,0,754,2,28,0,74,5837
3742,Reputation,5862,449.0,3,2,4546,6,201,0,361,5862
3744,Reputation,5864,449.0,1,1,549,1,40,0,105,5864
3759,Reputation,5880,2597.0,0,0,603,7,67,736,98,5880
3795,Reputation,5927,1004.0,5,0,306,2,3,307,7,5927
3809,Reputation,5946,,2,1,311,4,17,0,36,5946
3845,Reputation,6000,266.0,1,1,1200,0,53,0,94,6000
3847,Reputation,6003,264.0,0,0,295,2,7,0,18,6003
3853,Reputation,6015,1381.0,1,0,425,12,72,0,23,6015
3863,Reputation,6029,88.0,0,40,5837,2,3481,0,638,6029
3881,Reputation,6054,2669.0,0,0,321,1,0,0,9,6054
3894,Reputation,6072,887.0,0,3,365,9,13,0,73,6072
3900,Reputation,6082,686.0,3,3,1815,4,106,0,265,6082
3907,Reputation,6096,2634.0,1,2,719,5,113,182,321,6096
3933,Reputation,6129,364.0,3,0,951,1,99,0,94,6129
3962,Reputation,6169,559.0,1,0,436,7,74,627,24,6169
3988,Reputation,6206,2755.0,0,2,307,6,57,2700,22,6206
4020,Reputation,6248,2116.0,4,18,1640,2,100,0,94,6248
4081,Reputation,6329,2817.0,0,0,624,6,91,1734,44,6329
4100,Reputation,6355,1929.0,1,0,292,2,3,648,39,6355
4114,Reputation,6369,919.0,3,7,515,4,120,0,111,6369
4169,Reputation,6434,2485.0,0,0,467,1,11,0,48,6434
4176,Reputation,6446,919.0,2,0,1396,7,93,0,117,6446
4200,Reputation,6476,159.0,3,0,840,16,0,0,31,6476
4207,Reputation,6484,2793.0,7,0,658,2,4,573,16,6484
4212,Reputation,6489,,1,3,511,0,33,0,356,6489
4265,Reputation,6552,2775.0,3,3,1453,3,111,0,241,6552
4284,Reputation,6575,2820.0,0,1,354,5,28,341,58,6575
4285,Reputation,6577,1434.0,0,1,470,2,93,314,64,6577
4287,Reputation,6579,,0,0,506,3,298,697,55,6579
4333,Reputation,6637,1320.0,0,0,890,3,43,601,61,6637
4336,Reputation,6640,,0,1,741,1,36,434,171,6640
4344,Reputation,6648,1833.0,0,1,305,2,3,159,38,6648
4356,Reputation,6664,2961.0,0,0,300,7,26,1337,11,6664
4358,Reputation,6666,2392.0,8,0,941,4,22,0,104,6666
4402,Reputation,6720,1643.0,1,0,273,6,3,1066,18,6720
4405,Reputation,6723,2980.0,5,2,821,4,32,2873,98,6723
4407,Reputation,6725,1205.0,2,0,451,3,8,114,19,6725
4429,Reputation,6750,919.0,1,1,267,3,36,0,52,6750
4442,Reputation,6768,2669.0,0,0,776,0,0,0,43,6768
4461,Reputation,6793,2970.0,0,1,573,2,66,0,59,6793
4494,Reputation,6828,2902.0,1,2,355,2,6,0,19,6828
4495,Reputation,6829,364.0,0,0,318,4,0,0,63,6829
4509,Reputation,6845,,0,3,553,3,22,0,28,6845
4533,Reputation,6875,3038.0,0,0,276,1,8,0,50,6875
4535,Reputation,6877,2425.0,4,0,429,10,19,0,38,6877
4541,Reputation,6884,919.0,2,0,592,4,148,0,83,6884
4554,Reputation,6897,221.0,0,27,1178,5,454,502,334,6897
4568,Reputation,6917,221.0,0,1,462,1,97,0,52,6917
4571,Reputation,6920,2942.0,1,2,1299,23,165,2914,385,6920
4579,Reputation,6929,2392.0,1,0,356,2,2,0,50,6929
4595,Reputation,6946,1833.0,6,1,252,6,34,1137,29,6946
4609,Reputation,6961,2116.0,1,11,2413,2,152,0,266,6961
4614,Reputation,6967,2817.0,5,0,441,2,2,452,148,6967
4623,Reputation,6977,2970.0,5,0,261,10,11,0,22,6977
4639,Reputation,6993,2028.0,2,0,591,5,19,0,64,6993
4687,Reputation,7064,449.0,1,0,254,5,6,0,40,7064
4693,Reputation,7071,449.0,5,21,7663,10,550,0,878,7071
4747,Reputation,7138,930.0,0,0,273,5,17,0,19,7138
4771,Reputation,7169,1913.0,2,0,331,3,10,0,33,7169
4772,Reputation,7170,1913.0,2,0,589,1,106,0,32,7170
4774,Reputation,7172,253.0,5,3,577,2,37,144,34,7172
4796,Reputation,7199,1934.0,2,0,1006,13,9,0,53,7199
4816,Reputation,7224,21466.0,10,63,5430,89,463,13094,1604,7224
4832,Reputation,7244,3253.0,0,2,832,6,47,1818,80,7244
4837,Reputation,7250,2635.0,2,56,6216,6,625,4159,338,7250
4838,Reputation,7251,223.0,0,0,314,5,30,390,37,7251
4841,Reputation,7255,2592.0,6,0,317,7,9,0,34,7255
4844,Reputation,7259,3263.0,3,0,429,4,14,1434,32,7259
4871,Reputation,7290,2392.0,1,125,37083,1,8641,0,5554,7290
4905,Reputation,7336,603.0,2,0,376,9,4,315,22,7336
4928,Reputation,7365,2116.0,9,1,3101,6,46,0,125,7365
4954,Reputation,7397,2669.0,0,3,607,2,64,0,70,7397
4964,Reputation,7411,21874.0,0,0,583,1,84,0,66,7411
4971,Reputation,7419,847.0,0,0,260,7,97,706,63,7419
4975,Reputation,7425,2860.0,5,1,700,5,10,0,29,7425
5014,Reputation,7482,,1,3,283,4,48,260,57,7482
5026,Reputation,7497,3347.0,1,0,1668,16,0,1992,170,7497
5040,Reputation,7515,2260.0,1,1,410,11,104,1143,15,7515
5042,Reputation,7521,179.0,1,0,268,2,11,135,11,7521
5047,Reputation,7529,2975.0,2,0,381,8,22,0,9,7529
5069,Reputation,7555,3333.0,4,11,11520,4,460,2947,1101,7555
5070,Reputation,7556,3369.0,3,0,397,4,29,0,45,7556
5094,Reputation,7591,1118.0,0,2,397,8,10,255,27,7591
5113,Reputation,7616,2719.0,2,4,639,0,49,0,151,7616
5117,Reputation,7620,,1,4,604,2,84,238,56,7620
5136,Reputation,7644,2392.0,4,0,498,9,17,357,27,7644
5139,Reputation,7647,1329.0,3,0,661,1,1,382,74,7647
5169,Reputation,7690,5792.0,2,0,1033,1,18,0,34,7690
5199,Reputation,7734,1537.0,0,0,374,20,8,840,54,7734
5235,Reputation,7787,495.0,0,1,441,7,23,0,42,7787
5236,Reputation,7788,199.0,1,6,1683,4,26,166,183,7788
5241,Reputation,7795,,1,0,937,4,128,2143,180,7795
5258,Reputation,7817,603.0,4,3,296,6,20,144,100,7817
5260,Reputation,7819,1739.0,1,0,326,4,5,0,5,7819
5266,Reputation,7828,159.0,1,110,8635,13,49,0,666,7828
5273,Reputation,7837,3411.0,0,0,660,3,17,0,39,7837
5307,Reputation,7883,919.0,0,0,274,6,169,0,60,7883
5372,Reputation,7964,3500.0,3,0,278,6,270,0,35,7964
5378,Reputation,7972,2993.0,1,187,11631,6,1230,254,1050,7972
5403,Reputation,8006,3588.0,0,0,642,3,24,783,129,8006
5409,Reputation,8013,3618.0,2,6,7972,7,108,621,662,8013
5430,Reputation,8041,3604.0,3,5,405,2,42,524,30,8041
5440,Reputation,8053,3567.0,0,0,321,3,11,0,33,8053
5449,Reputation,8067,686.0,1,5,288,6,71,0,44,8067
5458,Reputation,8076,223.0,1,26,4460,4,223,0,393,8076
5467,Reputation,8086,2975.0,3,0,313,4,1,0,33,8086
5477,Reputation,8101,919.0,0,1,748,8,152,0,194,8101
5488,Reputation,8112,1569.0,1,0,443,3,10,0,60,8112
5490,Reputation,8114,3019.0,0,3,311,6,26,1306,70,8114
5495,Reputation,8120,449.0,1,0,1726,8,75,0,260,8120
5511,Reputation,8137,3376.0,7,2,1047,7,25,5439,176,8137
5514,Reputation,8141,2645.0,2,24,3008,4,350,0,330,8141
5530,Reputation,8165,401.0,0,4,995,7,66,0,81,8165
5555,Reputation,8196,3725.0,2,0,401,13,189,1189,76,8196
5558,Reputation,8200,2116.0,0,0,1084,3,11,0,137,8200
5563,Reputation,8207,3567.0,0,0,1406,3,64,0,105,8207
5577,Reputation,8226,3019.0,4,0,614,38,6,0,25,8226
5591,Reputation,8242,812.0,2,1,583,17,35,3226,78,8242
5630,Reputation,8289,449.0,0,0,414,5,62,0,54,8289
5656,Reputation,8320,449.0,3,0,599,9,20,0,61,8320
5671,Reputation,8336,3376.0,0,0,308,3,6,0,35,8336
5695,Reputation,8373,1349.0,3,8,2182,7,79,1303,378,8373
5719,Reputation,8401,3572.0,9,0,477,8,267,672,17,8401
5720,Reputation,8402,686.0,0,44,5564,2,270,0,1250,8402
5728,Reputation,8413,485.0,0,22,4193,4,2319,0,462,8413
5759,Reputation,8447,2956.0,6,0,345,3,17,755,31,8447
5762,Reputation,8451,279.0,0,5,3111,3,121,0,270,8451
5772,Reputation,8462,1531.0,6,0,267,9,49,415,15,8462
5792,Reputation,8485,3788.0,3,0,391,14,7,2187,34,8485
5796,Reputation,8489,2392.0,1,0,372,3,41,0,27,8489
5811,Reputation,8507,1351.0,1,25,5115,3,733,0,719,8507
5836,Reputation,8539,686.0,2,1,918,6,49,0,89,8539
5862,Reputation,8580,795.0,4,3,1130,2,475,0,131,8580
5869,Reputation,8590,3582.0,0,0,273,10,18,6014,25,8590
5879,Reputation,8605,1537.0,0,15,2526,7,497,8720,462,8605
5928,Reputation,8662,2820.0,9,0,340,10,17,1227,67,8662
5940,Reputation,8676,3864.0,0,0,789,2,11,0,115,8676
5955,Reputation,8694,919.0,1,1,356,6,17,0,38,8694
5977,Reputation,8724,2719.0,0,4,893,2,50,104,64,8724
6008,Reputation,8762,3785.0,0,0,548,2,14,0,42,8762
6009,Reputation,8763,2392.0,8,0,519,1,33,0,44,8763
6025,Reputation,8783,3900.0,2,0,565,2,22,564,279,8783
6035,Reputation,8797,3908.0,4,0,259,2,6,802,12,8797
6042,Reputation,8807,2817.0,3,0,455,14,10,2982,48,8807
6090,Reputation,8871,1307.0,8,0,425,5,0,0,45,8871
6127,Reputation,8926,2817.0,0,1,487,2,9,0,17,8926
6128,Reputation,8927,696.0,2,5,1354,4,100,0,430,8927
6136,Reputation,8937,1050.0,0,0,258,0,131,0,30,8937
6158,Reputation,8960,3579.0,5,11,567,7,147,8285,90,8960
6182,Reputation,8991,3911.0,0,0,748,1,76,0,69,8991
6193,Reputation,9007,279.0,1,31,1318,17,456,0,309,9007
6197,Reputation,9013,62.0,4,0,1506,3,7,623,46,9013
6298,Reputation,9136,,0,0,390,0,69,0,140,9136
6317,Reputation,9162,4025.0,0,0,607,1,53,0,75,9162
6325,Reputation,9171,4027.0,4,0,328,8,2,17023,36,9171
6326,Reputation,9174,3834.0,2,11,1921,14,154,0,267,9174
6331,Reputation,9187,2392.0,1,0,356,1,4,0,12,9187
6338,Reputation,9196,2645.0,0,0,436,7,12,0,44,9196
6342,Reputation,9200,919.0,0,0,335,3,5,0,16,9200
6366,Reputation,9233,1451.0,2,0,713,9,4,2150,38,9233
6378,Reputation,9249,2116.0,0,139,1253,0,629,0,175,9249
6382,Reputation,9253,4051.0,0,5,1076,3,165,852,263,9253
6447,Reputation,9330,,1,0,420,6,6,459,17,9330
6453,Reputation,9336,2669.0,10,0,351,3,1,0,3,9336
6459,Reputation,9342,4079.0,2,0,312,10,15,1768,60,9342
6460,Reputation,9343,1709.0,1,2,706,5,9,94,110,9343
6497,Reputation,9394,930.0,0,54,9800,5,1273,0,946,9394
6521,Reputation,9426,174.0,6,5,407,1,48,0,57,9426
6534,Reputation,9444,776.0,4,13,406,0,15,0,60,9444
6577,Reputation,9495,307.0,4,0,277,6,5,0,25,9495
6579,Reputation,9497,3567.0,0,0,282,3,24,0,52,9497
6638,Reputation,9572,3265.0,0,0,308,1,9,0,58,9572
6643,Reputation,9577,4054.0,2,0,252,7,2,492,13,9577
6647,Reputation,9581,,13,0,261,1,0,1638,13,9581
6648,Reputation,9583,183.0,0,0,328,4,14,0,72,9583
6656,Reputation,9595,4083.0,2,3,658,8,31,232,48,9595
6673,Reputation,9618,11954.0,0,0,262,0,17,0,6,9618
6704,Reputation,9657,4110.0,3,1,283,5,101,0,51,9657
6715,Reputation,9671,4213.0,0,0,412,3,18,470,60,9671
6719,Reputation,9677,1893.0,2,0,255,1,36,0,16,9677
6756,Reputation,9724,4226.0,0,1,314,2,10,278,13,9724
6765,Reputation,9738,,1,1,1725,5,246,754,217,9738
6824,Reputation,9816,2116.0,1,0,258,5,23,0,10,9816
6865,Reputation,9866,3567.0,4,0,358,1,106,0,39,9866
6884,Reputation,9887,3911.0,3,0,323,8,15,0,76,9887
6938,Reputation,9964,4110.0,0,3,1342,0,123,0,123,9964
6943,Reputation,9975,2970.0,3,1,1766,18,111,0,108,9975
6974,Reputation,10017,1445.0,6,1,350,8,23,3366,82,10017
6980,Reputation,10026,4253.0,6,13,1151,7,138,0,214,10026
6982,Reputation,10028,88.0,3,0,284,17,22,0,19,10028
7014,Reputation,10064,1356.0,2,2,1097,4,226,0,111,10064
7015,Reputation,10065,1371.0,3,0,435,1,48,322,62,10065
7018,Reputation,10069,696.0,2,1,798,5,66,0,148,10069
7060,Reputation,10119,3911.0,0,0,327,0,10,0,25,10119
7102,Reputation,10172,930.0,0,1,458,2,190,0,63,10172
7132,Reputation,10210,4425.0,3,0,313,5,21,370,22,10210
7139,Reputation,10217,2669.0,2,0,746,4,123,0,69,10217
7180,Reputation,10268,,0,0,325,2,38,236,63,10268
7222,Reputation,10322,4468.0,2,6,661,4,137,282,98,10322
7240,Reputation,10346,1763.0,4,1,353,3,37,85,21,10346
7246,Reputation,10354,4443.0,2,14,1506,0,88,0,124,10354
7265,Reputation,10380,1934.0,4,0,408,12,8,0,29,10380
7271,Reputation,10389,4286.0,7,1,604,3,31,328,74,10389
7291,Reputation,10416,2817.0,2,1,404,13,68,0,60,10416
7305,Reputation,10435,4496.0,0,1,481,2,11,0,109,10435
7317,Reputation,10449,3567.0,1,0,281,1,5,0,30,10449
7340,Reputation,10479,2817.0,0,0,870,1,26,0,361,10479
7355,Reputation,10496,582.0,0,0,426,3,10,0,56,10496
7357,Reputation,10500,4376.0,2,5,1205,7,404,0,138,10500
7377,Reputation,10524,3382.0,7,20,2384,2,55,0,163,10524
7387,Reputation,10543,4496.0,1,1,417,3,7,742,22,10543
7429,Reputation,10598,2728.0,2,4,566,7,68,397,73,10598
7446,Reputation,10619,4544.0,4,12,298,1,64,460,627,10619
7456,Reputation,10630,4505.0,0,6,487,3,61,0,31,10630
7500,Reputation,10683,42201.0,0,1,442,3,107,0,64,10683
7547,Reputation,10749,4376.0,0,0,282,4,10,0,91,10749
7553,Reputation,10760,4531.0,0,0,337,8,27,0,32,10760
7559,Reputation,10767,4600.0,3,0,279,3,7,131,28,10767
7581,Reputation,10790,2958.0,1,0,373,1,2,0,35,10790
7604,Reputation,10823,2546.0,6,2,1190,0,41,0,182,10823
7623,Reputation,10849,2392.0,1,5,7246,9,403,0,582,10849
7687,Reputation,10950,4505.0,4,0,278,9,6,0,13,10950
7697,Reputation,10963,4665.0,2,0,325,2,22,455,85,10963
7737,Reputation,11013,1108.0,0,0,280,10,28,0,12,11013
7746,Reputation,11030,307.0,0,2,1293,4,518,0,147,11030
7747,Reputation,11032,4001.0,0,42,22275,8,2619,235,7395,11032
7761,Reputation,11052,2669.0,0,2,476,1,8,0,23,11052
7769,Reputation,11060,4238.0,0,1,950,4,156,1348,1289,11060
7792,Reputation,11090,4376.0,3,0,467,5,119,0,32,11090
7793,Reputation,11091,82.0,5,5,1159,7,185,217,140,11091
7902,Reputation,11236,1764.0,0,0,456,4,29,258,32,11236
7905,Reputation,11240,71.0,6,0,326,2,10,0,56,11240
7906,Reputation,11242,4753.0,5,0,390,1,13,140,47,11242
7934,Reputation,11279,442.0,1,0,260,9,13,0,65,11279
8033,Reputation,11405,4496.0,0,1,606,6,36,722,156,11405
8038,Reputation,11411,4823.0,0,0,276,1,5,98,22,11411
8079,Reputation,11456,3058.0,0,1,413,1,21,0,21,11456
8115,Reputation,11511,3382.0,0,3,548,5,93,0,47,11511
8125,Reputation,11522,3727.0,0,0,370,2,24,199,51,11522
8126,Reputation,11523,4862.0,4,7,563,5,27,0,64,11523
8176,Reputation,11583,4290.0,3,0,316,1,24,839,14,11583
8207,Reputation,11621,4862.0,2,0,486,4,0,0,48,11621
8208,Reputation,11623,4900.0,0,0,853,3,95,124,121,11623
8217,Reputation,11634,4048.0,2,2,545,5,100,1254,45,11634
8280,Reputation,11708,4936.0,0,6,725,1,240,385,64,11708
8389,Reputation,11849,2669.0,1,37,1512,3,178,0,186,11849
8391,Reputation,11852,919.0,0,36,3091,7,598,0,591,11852
8402,Reputation,11867,3941.0,0,4,3174,5,244,371,540,11867
8412,Reputation,11878,287.0,8,3,1137,9,45,347,66,11878
8418,Reputation,11887,5003.0,8,57,2555,3,460,875,284,11887
8427,Reputation,11899,3401.0,21,0,304,3,19,4256,95,11899
8439,Reputation,11915,3903.0,0,2,440,1,53,0,29,11915
8466,Reputation,11954,2817.0,2,0,966,2,33,0,124,11954
8484,Reputation,11981,8.0,14,8,5850,1,343,0,655,11981
8486,Reputation,11984,4373.0,1,0,552,7,18,535,44,11984
8503,Reputation,12008,601.0,4,0,281,0,3,0,126,12008
8521,Reputation,12031,2860.0,0,0,372,0,9,0,28,12031
8539,Reputation,12053,5003.0,6,0,354,13,17,8989,18,12053
8544,Reputation,12060,5077.0,0,1,306,1,10,511,13,12060
8573,Reputation,12096,334.0,4,0,329,3,4,0,34,12096
8581,Reputation,12106,686.0,0,0,279,0,49,0,28,12106
8611,Reputation,12141,5099.0,0,0,289,2,11,79,57,12141
8612,Reputation,12142,601.0,0,0,253,0,5,0,18,12142
8617,Reputation,12147,5101.0,0,1,665,4,62,0,86,12147
8705,Reputation,12258,4670.0,2,0,672,1,69,364,36,12258
8711,Reputation,12265,4496.0,0,1,566,2,15,404,66,12265
8749,Reputation,12318,887.0,0,18,551,1,418,0,73,12318
8759,Reputation,12329,2485.0,2,0,1003,1,22,0,273,12329
8772,Reputation,12347,2775.0,0,6,400,2,31,0,28,12347
8781,Reputation,12359,4376.0,4,3,787,5,652,0,113,12359
8845,Reputation,12431,5172.0,2,0,601,14,14,0,22,12431
8848,Reputation,12436,686.0,1,1,852,2,51,0,37,12436
8867,Reputation,12463,4376.0,0,0,316,4,46,0,26,12463
8890,Reputation,12492,2849.0,5,0,1537,3,44,575,228,12492
8911,Reputation,12518,4856.0,9,1,872,6,100,0,87,12518
8914,Reputation,12521,4002.0,0,0,738,6,23,441,153,12521
8928,Reputation,12540,887.0,0,2,500,2,20,0,52,12540
8935,Reputation,12548,4505.0,0,0,811,4,3,0,635,12548
8947,Reputation,12566,3033.0,1,0,332,1,11,126,18,12566
8962,Reputation,12583,4505.0,0,1,526,1,8,0,40,12583
8974,Reputation,12603,5179.0,0,0,963,4,61,0,149,12603
8983,Reputation,12615,5279.0,0,0,666,3,86,539,21,12615
9055,Reputation,12710,2956.0,1,2,622,2,6,92,197,12710
9062,Reputation,12719,1390.0,7,0,453,2,11,0,18,12719
9070,Reputation,12737,159.0,0,0,276,4,6,0,31,12737
9106,Reputation,12786,364.0,2,1,425,3,195,0,51,12786
9140,Reputation,12833,686.0,5,1,870,4,18,0,54,12833
9161,Reputation,12865,4253.0,2,1,261,8,24,0,37,12865
9185,Reputation,12895,26.0,0,5,1335,0,26,0,121,12895
9207,Reputation,12923,2164.0,1,0,415,1,6,0,55,12923
9244,Reputation,12968,2164.0,5,1,515,8,3,477,28,12968
9288,Reputation,13022,2848.0,0,0,315,1,17,442,54,13022
9303,Reputation,13047,559.0,2,3,4577,3,79,986,250,13047
9384,Reputation,13154,1945.0,1,0,283,1,0,0,49,13154
9387,Reputation,13158,375.0,0,0,425,1,13,0,39,13158
9403,Reputation,13177,696.0,2,0,322,5,7,0,51,13177
9421,Reputation,13201,3277.0,0,0,393,9,94,0,73,13201
9462,Reputation,13254,3805.0,1,2,276,2,60,0,26,13254
9473,Reputation,13267,333.0,0,0,308,4,40,1374,13,13267
9542,Reputation,13362,3579.0,1,0,631,3,17,84,220,13362
9555,Reputation,13378,4505.0,2,0,252,3,8,0,16,13378
9576,Reputation,13402,183.0,6,0,309,12,19,0,28,13402
9581,Reputation,13409,5518.0,2,0,338,2,0,45,29,13409
9627,Reputation,13473,5392.0,2,0,298,3,1,0,21,13473
9628,Reputation,13474,5471.0,0,1,295,2,6,247,24,13474
9661,Reputation,13516,603.0,0,1,451,7,17,187,52,13516
9663,Reputation,13519,686.0,0,0,1453,0,14,0,55,13519
9669,Reputation,13525,5494.0,0,0,349,0,11,0,51,13525
9670,Reputation,13526,2149.0,2,1,279,1,46,7716,10,13526
9682,Reputation,13538,88.0,2,0,393,2,11,0,27,13538
9694,Reputation,13555,1191.0,5,0,706,12,63,651,32,13555
9699,Reputation,13561,1390.0,0,1,444,14,20,0,98,13561
9719,Reputation,13587,6245.0,1,6,315,1,41,92,15,13587
9752,Reputation,13634,5549.0,0,0,855,6,304,213,66,13634
9775,Reputation,13669,183.0,0,14,932,5,283,0,127,13669
9783,Reputation,13680,5539.0,2,6,2046,2,51,0,248,13680
9786,Reputation,13684,686.0,0,4,415,0,18,0,30,13684
9794,Reputation,13702,,0,0,388,5,24,2003,39,13702
9861,Reputation,13799,5228.0,2,0,262,1,5,150,18,13799
9864,Reputation,13804,5539.0,5,1,857,3,80,0,62,13804
9877,Reputation,13818,686.0,0,0,2594,2,70,0,137,13818
9933,Reputation,13902,5647.0,0,0,483,5,20,2293,40,13902
9941,Reputation,13915,919.0,8,1,328,8,7,0,29,13915
9968,Reputation,13950,5346.0,1,0,420,4,34,606,50,13950
9977,Reputation,13962,11169.0,0,0,269,2,0,0,22,13962
10083,Reputation,14104,5739.0,0,0,362,0,7,0,11,14104
10098,Reputation,14125,5764.0,0,0,259,7,9,0,39,14125
10127,Reputation,14163,2728.0,1,0,377,1,58,0,39,14163
10147,Reputation,14187,5797.0,0,0,336,1,10,247,16,14187
10148,Reputation,14188,5739.0,0,0,4096,1,107,0,337,14188
10181,Reputation,14230,4253.0,3,0,301,36,0,0,7,14230
10225,Reputation,14289,5836.0,0,1,329,1,24,0,47,14289
10267,Reputation,14346,4257.0,1,3,481,4,51,0,69,14346
10282,Reputation,14363,2728.0,1,0,316,1,1,0,14,14363
10332,Reputation,14434,5785.0,1,3,2694,8,41,1450,193,14434
10337,Reputation,14443,4770.0,0,1,293,2,28,345,120,14443
10351,Reputation,14463,4856.0,6,2,447,3,55,0,34,14463
10410,Reputation,14546,5837.0,7,0,307,6,0,2387,195,14546
10421,Reputation,14560,2798.0,4,0,271,7,0,0,88,14560
10482,Reputation,14640,1764.0,0,5,763,2,108,0,89,14640
10496,Reputation,14661,2704.0,0,1,279,1,4,617,62,14661
10510,Reputation,14675,4110.0,1,8,802,2,109,0,75,14675
10553,Reputation,14729,5955.0,2,2,319,3,41,365,54,14729
10554,Reputation,14730,5959.0,0,2,1443,1,386,0,301,14730
10561,Reputation,14741,144.0,1,104,1006,1,83,120,137,14741
10606,Reputation,14803,5837.0,5,2,2241,6,96,1048,121,14803
10630,Reputation,14836,3501.0,3,1,312,1,6,0,73,14836
10638,Reputation,14845,6000.0,9,0,301,3,1,0,5,14845
10646,Reputation,14857,4505.0,0,0,879,1,17,0,126,14857
10649,Reputation,14860,2150.0,5,60,1285,8,94,0,261,14860
10670,Reputation,14888,74.0,3,0,650,3,70,0,53,14888
10793,Reputation,16049,88.0,2,1,1460,5,288,0,183,16049
10859,Reputation,16134,401.0,1,0,306,1,0,0,38,16134
10862,Reputation,16137,2040.0,0,0,750,2,17,425,46,16137
10894,Reputation,16175,4738.0,1,1,423,0,30,0,105,16175
10993,Reputation,16297,5739.0,0,10,2108,0,92,0,163,16297
11010,Reputation,16319,561.0,1,1,293,2,123,2640,36,16319
11108,Reputation,16446,6549.0,1,0,266,0,2,0,16,16446
11179,Reputation,16542,3830.0,5,1,263,4,3,335,24,16542
11190,Reputation,16557,6670.0,2,1,294,8,20,881,34,16557
11214,Reputation,16592,6577.0,0,0,286,2,0,0,62,16592
11217,Reputation,16596,6678.0,1,1,611,2,46,180,49,16596
11227,Reputation,16612,4505.0,1,0,501,2,61,0,16,16612
11242,Reputation,16640,6640.0,0,4,1036,5,95,0,47,16640
11292,Reputation,16709,6489.0,1,14,1469,3,144,2116,130,16709
11323,Reputation,16750,2113.0,8,0,395,21,0,7974,11,16750
11332,Reputation,16765,1709.0,0,0,1490,0,12,0,35,16765
11360,Reputation,16811,6534.0,4,8,312,0,143,297,135,16811
11361,Reputation,16812,919.0,3,0,376,6,6,0,14,16812
11379,Reputation,16837,6757.0,1,0,347,4,22,964,84,16837
11399,Reputation,16859,6762.0,0,4,1391,2,204,167,61,16859
11489,Reputation,16974,6834.0,1,0,1148,0,213,698,99,16974
11501,Reputation,16989,6836.0,0,0,363,2,55,65,91,16989
11546,Reputation,17042,2040.0,0,0,286,6,1,1912,24,17042
11549,Reputation,17046,1005.0,1,0,334,3,10,116,12,17046
11586,Reputation,17096,5820.0,0,10,856,2,119,98,114,17096
11610,Reputation,17124,6887.0,0,0,487,1,0,108,19,17124
11696,Reputation,17230,5561.0,5,163,10690,3,3079,0,1040,17230
11738,Reputation,17286,401.0,8,1,643,7,16,0,68,17286
11867,Reputation,17463,5785.0,0,3,553,1,43,1370,82,17463
11878,Reputation,17475,3277.0,0,1,354,4,10,0,17,17475
11924,Reputation,17541,183.0,0,0,351,1,4,0,18,17541
12009,Reputation,17661,3572.0,0,16,1917,1,139,0,331,17661
12019,Reputation,17672,1443.0,1,2,1274,5,23,617,72,17672
12024,Reputation,17679,7100.0,1,0,284,2,3,131,13,17679
12125,Reputation,17812,2898.0,1,4,356,0,16,0,74,17812
12176,Reputation,17882,7196.0,1,0,255,3,0,179,17,17882
12193,Reputation,17908,6961.0,0,1,3559,0,88,0,206,17908
12356,Reputation,18128,6961.0,2,0,1010,0,18,0,168,18128
12378,Reputation,18152,7234.0,8,0,768,4,20,3005,47,18152
12386,Reputation,18164,812.0,0,0,256,3,5,0,19,18164
12424,Reputation,18215,1215.0,0,1,383,11,8,2560,21,18215
12465,Reputation,18268,7337.0,1,3,441,1,47,0,30,18268
12469,Reputation,18274,7308.0,1,3,826,1,2,53,39,18274
12482,Reputation,18291,1118.0,2,0,400,1,21,0,24,18291
12612,Reputation,18459,7504.0,1,0,869,5,10,1908,72,18459
12670,Reputation,18528,2126.0,3,0,585,8,62,0,75,18528
12697,Reputation,18563,7397.0,5,0,546,7,34,1725,27,18563
